,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
57,Czech Republic,7579,75,227,0,3108,160
58,Côte d'Ivoire,1238,55,14,0,557,32
59,Denmark,9206,157,443,9,6558,245
60,Djibouti,1077,5,2,0,599,101
61,Dominica,16,0,0,0,13,0
62,Dominican Republic,6652,236,293,7,1228,63
63,Ecuador,24675,417,883,12,1557,0
64,Egypt,5268,226,380,21,1335,31
65,El Salvador,377,32,9,1,106,9
66,Equatorial Guinea,315,0,1,0,9,0
67,Eritrea,39,0,0,0,19,0
68,Ethiopia,130,4,3,0,58,8
69,Falkland Islands (Malvinas),0,0,0,0,0,0
70,Faroe Islands,0,0,0,0,0,0
71,Fiji,18,0,0,0,12,0
72,Finland,4906,166,206,7,2800,0
73,French Guiana,0,0,0,0,0,0
74,French Polynesia,0,0,0,0,0,0
75,French Southern Territories,0,0,0,0,0,0
76,Gabon,276,38,3,0,67,14
77,Gambia,10,0,1,0,8,0
78,Georgia,517,6,6,0,178,10
79,Germany,161539,1627,6467,153,120400,3000
80,Ghana,1671,0,16,0,188,0
81,Gibraltar,0,0,0,0,0,0
82,Greece,2576,10,139,1,577,0
83,Greenland,0,0,0,0,0,0
84,Grenada,20,1,0,0,13,3
85,Guadeloupe,0,0,0,0,0,0
86,Guam,0,0,0,0,0,0
87,Guatemala,557,27,16,1,62,13
88,Guernsey,0,0,0,0,0,0
89,Guinea,1351,111,7,0,313,44
90,Guinea-Bissau,205,132,1,0,19,1
91,Guyana,78,4,8,0,18,3
92,Haiti,76,0,6,0,8,0
93,Heard and Mcdonald Islands,0,0,0,0,0,0
94,Holy See (Vatican City State),10,0,0,0,2,0
95,"Hong Kong, SAR China",0,0,0,0,0,0
96,Hungary,2727,78,300,9,536,20
97,Iceland,1797,2,10,0,1656,20
98,India,33062,1738,1079,71,8437,690
99,Indonesia,9771,260,784,11,1391,137
100,"Iran, Islamic Republic of",93657,1073,5957,80,73791,1352
101,Iraq,2003,75,92,2,1346,27
102,Ireland,20253,376,1190,31,13386,4153
103,Isle of Man,0,0,0,0,0,0
104,Israel,15834,106,215,5,8233,487
105,Italy,203591,2086,27682,323,71252,2311
106,Jamaica,396,32,7,0,29,0
107,Japan,13895,159,413,19,2368,469
108,Jersey,0,0,0,0,0,0
109,Jordan,451,2,8,0,356,8
110,Kazakhstan,3138,111,25,0,819,45
111,Kenya,384,10,15,1,129,5
112,Kiribati,0,0,0,0,0,0
113,Korea (North),0,0,0,0,0,0
114,Korea (South),10765,4,247,1,9059,137
115,Kuwait,3740,300,24,1,1389,213
116,Kyrgyzstan,729,21,8,0,437,21
117,Lao PDR,19,0,0,0,7,0
118,Latvia,849,13,15,2,348,81
119,Lebanon,721,4,24,0,150,5
120,Lesotho,0,0,0,0,0,0
121,Liberia,141,0,16,0,45,0
122,Libya,61,0,2,0,18,0
123,Liechtenstein,82,0,1,0,55,0
124,Lithuania,1375,31,45,1,563,27
125,Luxembourg,3769,28,89,0,3134,11
126,"Macao, SAR China",0,0,0,0,0,0
127,"Macedonia, Republic of",1442,21,73,2,627,38
128,Madagascar,128,0,0,0,90,8
129,Malawi,36,0,3,0,7,2
130,Malaysia,5945,94,100,0,4087,55
131,Maldives,278,28,1,1,17,0
132,Mali,482,58,25,1,129,7
133,Malta,463,5,4,0,339,36
134,Marshall Islands,0,0,0,0,0,0
135,Martinique,0,0,0,0,0,0
136,Mauritania,8,1,1,0,6,0
137,Mayotte,0,0,0,0,0,0
138,Mexico,17799,1047,1732,163,11423,0
139,"Micronesia, Federated States of",0,0,0,0,0,0
140,Moldova,3771,133,111,8,1114,139
141,Monaco,95,0,4,0,58,8
142,Mongolia,38,0,0,0,10,0
143,Montenegro,322,1,7,0,203,4
144,Montserrat,0,0,0,0,0,0
145,Morocco,4321,69,168,3,928,150
146,Mozambique,76,0,0,0,12,0
147,Myanmar,150,0,6,1,27,11
148,Namibia,16,0,0,0,8,0
149,Nauru,0,0,0,0,0,0
150,Nepal,57,3,0,0,16,0
151,Netherlands,38998,386,4727,145,119,2
152,Netherlands Antilles,0,0,0,0,0,0
153,New Caledonia,0,0,0,0,0,0
154,New Zealand,1476,2,19,0,1241,12
155,Nicaragua,13,0,3,0,7,0
156,Niger,713,4,32,1,435,32
157,Nigeria,1728,196,51,7,307,52
158,Niue,0,0,0,0,0,0
159,Norfolk Island,0,0,0,0,0,0
160,Northern Mariana Islands,0,0,0,0,0,0
161,Norway,7710,50,207,1,32,0
162,Oman,2274,143,10,0,364,0
163,Pakistan,15525,913,343,31,3425,192
164,Palau,0,0,0,0,0,0
165,Palestinian Territory,344,1,2,0,71,0
166,Panama,6378,357,178,11,527,72
167,Papua New Guinea,8,0,0,0,0,0
168,Paraguay,239,0,9,0,102,0
169,Peru,33931,2741,943,89,10037,858
170,Philippines,8212,254,558,28,1023,48
171,Pitcairn,0,0,0,0,0,0
172,Poland,12640,422,624,28,3025,370
173,Portugal,24505,183,973,25,1470,81
174,Puerto Rico,0,0,0,0,0,0
175,Qatar,12564,643,10,0,1243,109
176,Republic of Kosovo,510,0,12,0,93,0
177,Romania,11978,362,693,30,3569,165
178,Russian Federation,99399,5841,972,105,10286,1830
179,Rwanda,225,13,0,0,98,3
180,Réunion,0,0,0,0,0,0
181,Saint Helena,0,0,0,0,0,0
182,Saint Kitts and Nevis,15,0,0,0,4,0
183,Saint Lucia,17,2,0,0,15,0
184,Saint Pierre and Miquelon,0,0,0,0,0,0
185,Saint Vincent and Grenadines,16,1,0,0,8,0
186,Saint-Barthélemy,0,0,0,0,0,0
187,Saint-Martin (French part),0,0,0,0,0,0
188,Samoa,0,0,0,0,0,0
189,San Marino,563,10,41,0,69,5
190,Sao Tome and Principe,8,0,0,0,4,0
191,Saudi Arabia,21402,1325,157,5,2953,169
192,Senegal,882,59,9,0,315,19
193,Serbia,6630,0,125,0,870,0
194,Seychelles,11,0,0,0,6,0
195,Sierra Leone,104,0,4,0,12,0
196,Singapore,15641,690,14,0,1188,60
197,Slovakia,1391,7,22,2,484,61
198,Slovenia,1418,10,89,3,230,7
199,Solomon Islands,0,0,0,0,0,0
200,Somalia,582,54,28,0,20,1
201,South Africa,5350,354,103,10,2073,0
202,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
203,South Sudan,34,0,0,0,0,0
204,Spain,236899,4771,24275,453,132929,9026
205,Sri Lanka,649,30,7,0,136,2
206,Sudan,375,57,28,3,32,1
207,Suriname,10,0,1,0,8,1
208,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
209,Swaziland,91,20,1,0,10,0
210,Sweden,20302,681,2462,107,1005,0
211,Switzerland,29407,143,1716,17,22600,0
212,Syrian Arab Republic (Syria),43,0,3,0,21,0
213,"Taiwan, Republic of China",429,0,6,0,311,4
214,Tajikistan,0,0,0,0,0,0
215,"Tanzania, United Republic of",480,181,16,6,167,119
216,Thailand,2947,9,54,0,2665,13
217,Timor-Leste,24,0,0,0,6,0
218,Togo,109,10,7,1,64,1
219,Tokelau,0,0,0,0,0,0
220,Tonga,0,0,0,0,0,0
221,Trinidad and Tobago,116,0,8,0,71,12
222,Tunisia,980,5,40,0,294,15
223,Turkey,117589,2936,3081,89,44040,5231
224,Turkmenistan,0,0,0,0,0,0
225,Turks and Caicos Islands,0,0,0,0,0,0
226,Tuvalu,0,0,0,0,0,0
227,US Minor Outlying Islands,0,0,0,0,0,0
228,Uganda,81,2,0,0,52,0
229,Ukraine,9866,456,250,11,1103,111
230,United Arab Emirates,11929,549,98,9,2329,148
231,United Kingdom,166441,4091,26166,4421,857,44
232,United States of America,1038559,27133,60925,2609,120720,4784
233,Uruguay,630,5,15,0,412,18
234,Uzbekistan,2002,63,9,1,1096,104
235,Vanuatu,0,0,0,0,0,0
236,Venezuela (Bolivarian Republic),331,2,10,0,142,0
237,Viet Nam,270,0,0,0,222,0
238,"Virgin Islands, US",0,0,0,0,0,0
239,Wallis and Futuna Islands,0,0,0,0,0,0
240,Western Sahara,6,0,0,0,5,0
241,Yemen,6,5,0,0,1,0
242,Zambia,97,2,3,0,54,12
243,Zimbabwe,32,0,4,0,5,0
