,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
79,Georgia,188,14,2,0,39,3
80,Germany,103374,3251,1810,226,28700,0
81,Ghana,214,0,5,0,31,0
82,Gibraltar,0,0,0,0,0,0
83,Greece,1755,20,79,6,269,191
84,Greenland,0,0,0,0,0,0
85,Grenada,12,0,0,0,0,0
86,Guadeloupe,0,0,0,0,0,0
87,Guam,0,0,0,0,0,0
88,Guatemala,70,9,3,1,15,0
89,Guernsey,0,0,0,0,0,0
90,Guinea,128,7,0,0,5,0
91,Guinea-Bissau,18,0,0,0,0,0
92,Guyana,31,7,4,0,8,8
93,Heard and Mcdonald Islands,0,0,0,0,0,0
94,Holy See (Vatican City State),7,0,0,0,0,0
95,Honduras,298,30,22,0,6,0
96,"Hong Kong, SAR China",0,0,0,0,0,0
97,Hungary,744,11,38,4,67,1
98,Iceland,1562,76,6,2,460,32
99,India,4778,1190,136,37,375,146
100,Indonesia,2491,218,209,11,192,28
101,"Iran, Islamic Republic of",60500,2274,3739,136,24236,4500
102,Iraq,1031,70,64,3,344,65
103,Ireland,5364,370,174,16,25,0
104,Isle of Man,0,0,0,0,0,0
105,Israel,8904,474,57,8,585,108
106,Italy,132547,3599,16523,636,22837,1022
107,Jamaica,58,0,3,0,8,0
108,Japan,3654,515,85,8,575,61
109,Jersey,0,0,0,0,0,0
110,Jordan,349,4,6,1,126,16
111,Kazakhstan,662,78,6,0,46,4
112,Kenya,158,16,6,2,4,0
113,Kiribati,0,0,0,0,0,0
114,Korea (North),0,0,0,0,0,0
115,Korea (South),10284,47,186,3,6598,135
116,Kuwait,665,109,1,0,103,4
117,Kyrgyzstan,216,69,4,3,33,24
118,Lao PDR,12,1,0,0,0,0
119,Latvia,542,9,1,0,16,15
120,Lebanon,541,14,19,1,60,6
121,Lesotho,0,0,0,0,0,0
122,Liberia,14,1,3,0,3,0
123,Libya,19,1,1,0,1,1
124,Liechtenstein,77,0,1,0,55,55
125,Lithuania,843,32,15,2,8,1
126,Luxembourg,2843,39,41,5,500,0
127,"Macao, SAR China",0,0,0,0,0,0
128,"Macedonia, Republic of",570,15,23,5,30,7
129,Madagascar,82,10,0,0,2,0
130,Malawi,5,1,0,0,0,0
131,Malaysia,3793,131,62,1,1241,236
132,Maldives,19,0,0,0,13,0
133,Mali,47,2,5,0,9,8
134,Malta,241,14,0,0,5,0
135,Marshall Islands,0,0,0,0,0,0
136,Martinique,0,0,0,0,0,0
137,Mauritania,6,0,1,0,2,0
138,Mauritius,244,17,7,0,7,0
139,Mayotte,0,0,0,0,0,0
140,Mexico,2143,253,94,15,633,0
141,"Micronesia, Federated States of",0,0,0,0,0,0
142,Moldova,965,101,19,4,37,7
143,Monaco,77,4,1,0,4,1
144,Mongolia,15,1,0,0,2,0
145,Montenegro,233,19,2,0,1,0
146,Montserrat,0,0,0,0,0,0
147,Morocco,1120,99,80,10,81,5
148,Mozambique,10,0,0,0,1,0
149,Myanmar,22,1,1,0,0,0
150,Namibia,16,0,0,0,3,0
151,Nauru,0,0,0,0,0,0
152,Nepal,9,0,0,0,1,0
153,Netherlands,18926,973,1874,103,258,1
154,Netherlands Antilles,0,0,0,0,0,0
155,New Caledonia,0,0,0,0,0,0
156,New Zealand,1106,67,1,0,176,20
157,Nicaragua,6,0,1,0,0,0
158,Niger,253,69,10,0,26,13
159,Nigeria,238,6,5,0,35,2
160,Niue,0,0,0,0,0,0
161,Norfolk Island,0,0,0,0,0,0
162,Northern Mariana Islands,0,0,0,0,0,0
163,Norway,5865,178,76,5,32,0
164,Oman,331,33,2,0,61,0
165,Pakistan,3766,609,53,6,259,48
166,Palau,0,0,0,0,0,0
167,Panama,1988,187,54,8,13,0
168,Papua New Guinea,2,1,0,0,0,0
169,Paraguay,113,9,5,2,12,0
170,Peru,2561,280,92,9,997,8
171,Philippines,3660,414,163,11,73,9
172,Pitcairn,0,0,0,0,0,0
173,Poland,4413,311,107,13,162,28
174,Portugal,11730,452,311,16,140,65
175,Puerto Rico,0,0,0,0,0,0
176,Qatar,1832,228,4,0,131,8
177,Republic of Kosovo,145,0,1,0,23,0
178,Romania,4057,193,176,25,406,32
179,Russian Federation,6343,954,47,2,406,51
180,Rwanda,105,1,0,0,4,0
181,Réunion,0,0,0,0,0,0
182,Saint Helena,0,0,0,0,0,0
183,Saint Kitts and Nevis,10,0,0,0,0,0
184,Saint Lucia,14,0,0,0,1,0
185,Saint Pierre and Miquelon,0,0,0,0,0,0
186,Saint Vincent and Grenadines,7,0,0,0,1,0
187,Saint-Barthélemy,0,0,0,0,0,0
188,Saint-Martin (French part),0,0,0,0,0,0
189,Samoa,0,0,0,0,0,0
190,San Marino,266,0,32,0,35,0
191,Sao Tome and Principe,0,0,0,0,0,0
192,Saudi Arabia,2605,203,38,4,551,63
193,Senegal,226,4,2,0,92,10
194,Serbia,2200,292,58,7,0,0
195,Seychelles,11,1,0,0,0,0
196,Sierra Leone,6,0,0,0,0,0
197,Singapore,1375,66,6,0,344,24
198,Slovenia,1021,24,30,2,102,23
199,Solomon Islands,0,0,0,0,0,0
200,Somalia,7,0,0,0,1,0
201,South Africa,1686,31,12,1,95,0
202,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
203,South Sudan,0,0,0,0,0,0
204,Spain,136675,5029,13341,700,40437,2357
205,Sri Lanka,178,2,5,0,38,5
206,Sudan,12,0,2,0,2,0
207,Suriname,10,0,1,0,0,0
208,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
209,Swaziland,10,1,0,0,4,4
210,Sweden,7206,376,477,76,205,0
211,Switzerland,21657,557,765,50,8056,1641
212,Syrian Arab Republic (Syria),19,0,2,0,2,0
213,"Taiwan, Republic of China",373,10,5,0,57,7
214,Tajikistan,0,0,0,0,0,0
215,"Tanzania, United Republic of",24,2,1,0,3,0
216,Thailand,2220,51,26,3,793,0
217,Timor-Leste,1,0,0,0,0,0
218,Togo,58,14,3,0,23,3
219,Tokelau,0,0,0,0,0,0
220,Tonga,0,0,0,0,0,0
221,Trinidad and Tobago,105,1,8,1,1,0
222,Tunisia,596,22,22,0,5,0
223,Turkey,30217,3148,649,75,1326,284
224,Turkmenistan,0,0,0,0,0,0
225,Turks and Caicos Islands,0,0,0,0,0,0
226,Tuvalu,0,0,0,0,0,0
227,US Minor Outlying Islands,0,0,0,0,0,0
228,Uganda,52,0,0,0,0,0
229,Ukraine,1319,11,38,1,28,0
230,United Arab Emirates,2076,277,11,1,167,23
231,United Kingdom,52279,3843,5385,442,287,58
232,United States of America,366607,29542,10783,1164,19581,2133
233,Uruguay,406,6,6,1,104,11
234,Uzbekistan,457,115,2,0,30,0
235,Vanuatu,0,0,0,0,0,0
236,Venezuela (Bolivarian Republic),165,6,7,0,65,13
237,Viet Nam,245,4,0,0,95,5
238,"Virgin Islands, US",0,0,0,0,0,0
239,Wallis and Futuna Islands,0,0,0,0,0,0
240,Western Sahara,4,0,0,0,0,0
241,Yemen,0,0,0,0,0,0
242,Zambia,39,0,1,0,5,2
243,Zimbabwe,10,1,1,0,0,0
