,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
80,Germany,141397,3699,4352,300,83114,6114
81,Ghana,641,0,8,0,83,0
82,Gibraltar,0,0,0,0,0,0
83,Greece,2224,17,108,3,269,0
84,Greenland,0,0,0,0,0,0
85,Grenada,14,0,0,0,6,6
86,Guadeloupe,0,0,0,0,0,0
87,Guam,0,0,0,0,0,0
88,Guatemala,214,18,7,2,21,2
89,Guernsey,0,0,0,0,0,0
90,Guinea,477,39,3,2,59,10
91,Guinea-Bissau,43,0,0,0,0,0
92,Guyana,63,8,6,0,9,1
93,Haiti,43,2,3,0,0,0
94,Heard and Mcdonald Islands,0,0,0,0,0,0
95,Holy See (Vatican City State),8,0,0,0,2,0
96,Honduras,442,16,41,6,10,1
97,"Hong Kong, SAR China",0,0,0,0,0,0
98,Hungary,1763,111,156,14,207,8
99,Iceland,1754,15,9,1,1224,80
100,India,14352,922,486,38,2041,273
101,Indonesia,5923,407,520,24,607,59
102,"Iran, Islamic Republic of",79494,1499,4958,89,54064,1835
103,Iraq,1482,48,81,1,906,50
104,Ireland,13980,709,530,44,77,0
105,Isle of Man,0,0,0,0,0,0
106,Israel,12982,224,151,9,3126,308
107,Italy,172434,3493,22745,575,42727,2563
108,Jamaica,143,0,5,0,25,4
109,Japan,9787,1161,190,12,935,34
110,Jersey,0,0,0,0,0,0
111,Jordan,407,5,7,0,265,6
112,Kazakhstan,1546,144,17,0,347,70
113,Kenya,246,12,11,0,53,0
114,Kiribati,0,0,0,0,0,0
115,Korea (North),0,0,0,0,0,0
116,Korea (South),10635,22,230,1,7829,72
117,Kuwait,1658,134,5,2,258,33
118,Kyrgyzstan,489,23,5,0,114,23
119,Lao PDR,19,0,0,0,2,0
120,Latvia,682,7,5,0,88,31
121,Lebanon,668,5,21,0,86,0
122,Lesotho,0,0,0,0,0,0
123,Liberia,76,17,7,1,7,3
124,Libya,49,0,1,0,11,0
125,Liechtenstein,79,0,1,0,55,0
126,Lithuania,1149,21,33,1,210,32
127,Luxembourg,3480,36,72,3,579,27
128,"Macao, SAR China",0,0,0,0,0,0
129,"Macedonia, Republic of",1117,36,49,3,139,18
130,Madagascar,117,6,0,0,33,0
131,Malawi,17,1,2,0,3,3
132,Malaysia,5251,69,86,2,2967,201
133,Maldives,28,3,0,0,16,0
134,Mali,171,0,13,0,34,0
135,Malta,422,10,3,0,91,9
136,Marshall Islands,0,0,0,0,0,0
137,Martinique,0,0,0,0,0,0
138,Mauritania,7,0,1,0,2,0
139,Mauritius,324,0,9,0,108,27
140,Mayotte,0,0,0,0,0,0
141,Mexico,6297,450,486,37,2125,0
142,"Micronesia, Federated States of",0,0,0,0,0,0
143,Moldova,2264,110,56,2,276,41
144,Monaco,94,1,3,0,20,8
145,Mongolia,31,0,0,0,5,0
146,Montenegro,303,0,5,1,55,0
147,Montserrat,0,0,0,0,0,0
148,Morocco,2564,281,135,5,281,32
149,Mozambique,34,3,0,0,2,0
150,Myanmar,88,3,4,0,5,3
151,Namibia,16,0,0,0,4,0
152,Nauru,0,0,0,0,0,0
153,Nepal,30,14,0,0,2,0
154,Netherlands,30619,1236,3471,144,315,4
155,Netherlands Antilles,0,0,0,0,0,0
156,New Caledonia,0,0,0,0,0,0
157,New Zealand,1409,8,11,2,816,46
158,Nicaragua,9,0,1,0,4,0
159,Niger,627,43,18,4,110,20
160,Nigeria,493,51,17,4,159,7
161,Niue,0,0,0,0,0,0
162,Norfolk Island,0,0,0,0,0,0
163,Northern Mariana Islands,0,0,0,0,0,0
164,Norway,6937,41,161,9,32,0
165,Oman,1069,50,6,2,176,0
166,Pakistan,7025,106,135,7,1765,120
167,Palau,0,0,0,0,0,0
168,Palestinian Territory,402,28,2,0,69,6
169,Panama,4016,265,109,6,98,23
170,Papua New Guinea,7,0,0,0,0,0
171,Paraguay,199,25,8,0,30,0
172,Peru,13489,998,300,26,6541,421
173,Philippines,5878,218,387,25,487,52
174,Pitcairn,0,0,0,0,0,0
175,Poland,8379,461,332,18,866,92
176,Portugal,19022,181,657,28,519,26
177,Puerto Rico,0,0,0,0,0,0
178,Qatar,4663,560,7,0,464,49
179,Republic of Kosovo,480,31,12,1,84,5
180,Romania,8067,360,411,19,1508,151
181,Russian Federation,32008,4070,273,41,2590,286
182,Rwanda,143,5,0,0,65,5
183,Réunion,0,0,0,0,0,0
184,Saint Helena,0,0,0,0,0,0
185,Saint Kitts and Nevis,14,0,0,0,0,0
186,Saint Lucia,15,0,0,0,11,0
187,Saint Pierre and Miquelon,0,0,0,0,0,0
188,Saint Vincent and Grenadines,12,0,0,0,1,0
189,Saint-Barthélemy,0,0,0,0,0,0
190,Saint-Martin (French part),0,0,0,0,0,0
191,Samoa,0,0,0,0,0,0
192,San Marino,435,9,39,1,57,2
193,Sao Tome and Principe,4,0,0,0,0,0
194,Saudi Arabia,7142,762,87,4,1049,59
195,Senegal,342,7,2,0,198,4
196,Serbia,5690,372,110,7,534,534
197,Seychelles,11,0,0,0,5,5
198,Sierra Leone,26,11,0,0,0,0
199,Singapore,5050,623,11,1,708,25
200,Slovakia,1049,72,9,1,175,8
201,Slovenia,1304,36,66,5,174,0
202,Solomon Islands,0,0,0,0,0,0
203,Somalia,116,36,6,1,2,0
204,South Africa,2783,178,50,2,903,0
205,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
206,South Sudan,4,0,0,0,0,0
207,Spain,190839,5891,20002,687,74797,0
208,Sri Lanka,244,6,7,0,77,9
209,Sudan,33,1,6,1,4,0
210,Suriname,10,0,1,0,6,0
211,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
212,Swaziland,16,0,1,0,8,0
213,Sweden,13216,676,1400,67,550,0
214,Switzerland,27078,346,1327,46,16400,500
215,Syrian Arab Republic (Syria),38,5,2,0,5,0
216,"Taiwan, Republic of China",395,0,6,0,166,11
217,Tajikistan,0,0,0,0,0,0
218,"Tanzania, United Republic of",147,53,5,1,11,0
219,Thailand,2700,28,47,1,1689,96
220,Timor-Leste,18,0,0,0,1,0
221,Togo,83,2,5,0,48,3
222,Tokelau,0,0,0,0,0,0
223,Tonga,0,0,0,0,0,0
224,Trinidad and Tobago,114,0,8,0,20,0
225,Tunisia,864,42,37,0,43,0
226,Turkey,78546,4353,1769,126,8631,1542
227,Turkmenistan,0,0,0,0,0,0
228,Turks and Caicos Islands,0,0,0,0,0,0
229,Tuvalu,0,0,0,0,0,0
230,US Minor Outlying Islands,0,0,0,0,0,0
231,Uganda,56,1,0,0,20,0
232,Ukraine,4662,501,125,9,246,60
233,United Arab Emirates,6302,477,37,2,1188,93
234,United Kingdom,109769,5624,14607,848,394,19
235,United States of America,699148,31855,36758,3853,58545,3842
236,Uruguay,502,0,9,0,286,0
237,Uzbekistan,1405,56,4,0,156,27
238,Vanuatu,0,0,0,0,0,0
239,Venezuela (Bolivarian Republic),204,0,9,0,111,0
240,Viet Nam,268,0,0,0,198,21
241,"Virgin Islands, US",0,0,0,0,0,0
242,Wallis and Futuna Islands,0,0,0,0,0,0
243,Western Sahara,6,0,0,0,0,0
244,Yemen,1,0,0,0,0,0
245,Zambia,52,4,2,0,30,0
246,Zimbabwe,24,1,3,0,2,1
