,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
196,Senegal,545,66,7,1,262,5
197,Serbia,6630,0,125,0,870,0
198,Seychelles,11,0,0,0,6,0
199,Sierra Leone,82,18,2,1,10,0
200,Singapore,12075,897,12,0,956,32
201,Slovakia,1360,35,17,2,355,67
202,Slovenia,1373,7,80,1,211,0
203,Solomon Islands,0,0,0,0,0,0
204,Somalia,328,0,16,0,8,0
205,South Africa,4220,267,79,4,1473,0
206,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
207,South Sudan,5,0,0,0,0,0
208,Spain,219764,6740,22524,367,92355,3105
209,Sri Lanka,420,52,7,0,109,2
210,Sudan,174,0,16,0,14,0
211,Suriname,10,0,1,0,7,1
212,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
213,Swaziland,36,5,1,0,10,2
214,Sweden,17567,812,2152,131,1005,455
215,Switzerland,28677,181,1589,40,21000,400
216,Syrian Arab Republic (Syria),42,0,3,0,6,0
217,"Taiwan, Republic of China",428,1,6,0,264,11
218,Tajikistan,0,0,0,0,0,0
219,"Tanzania, United Republic of",299,15,10,0,48,37
220,Thailand,2907,68,51,1,2547,117
221,Timor-Leste,24,1,0,0,2,1
222,Togo,90,2,6,0,59,0
223,Tokelau,0,0,0,0,0,0
224,Tonga,0,0,0,0,0,0
225,Trinidad and Tobago,115,0,8,0,48,0
226,Tunisia,922,4,38,0,194,4
227,Turkey,104912,3122,2600,109,21737,3246
228,Turkmenistan,0,0,0,0,0,0
229,Turks and Caicos Islands,0,0,0,0,0,0
230,Tuvalu,0,0,0,0,0,0
231,US Minor Outlying Islands,0,0,0,0,0,0
232,Uganda,75,1,0,0,46,0
233,Ukraine,8125,955,201,14,782,278
234,United Arab Emirates,9281,525,64,8,1760,123
235,United Kingdom,144640,5394,19567,776,724,12
236,United States of America,904317,35972,51921,1995,99079,18876
237,Uruguay,563,6,12,0,369,15
238,Uzbekistan,1804,46,8,1,621,60
239,Vanuatu,0,0,0,0,0,0
240,Venezuela (Bolivarian Republic),318,7,10,0,132,6
241,"Virgin Islands, US",0,0,0,0,0,0
242,Wallis and Futuna Islands,0,0,0,0,0,0
243,Western Sahara,6,0,0,0,5,0
244,Yemen,1,0,0,0,1,1
245,Zambia,84,8,3,0,37,0
246,Zimbabwe,29,1,4,0,2,0
