,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
166,Palau,0,0,0,0,0,0
167,Palestinian Territory,308,0,2,0,62,4
168,Panama,3472,72,94,7,61,32
169,Papua New Guinea,2,0,0,0,0,0
170,Paraguay,159,12,7,1,22,0
171,Peru,10303,519,230,14,2869,227
172,Philippines,5223,291,335,20,295,53
173,Pitcairn,0,0,0,0,0,0
174,Poland,7202,268,263,18,618,131
175,Portugal,17448,514,567,32,347,70
176,Puerto Rico,0,0,0,0,0,0
177,Qatar,3428,197,7,0,373,39
178,Republic of Kosovo,387,104,8,1,66,8
179,Romania,6879,246,351,20,1051,137
180,Russian Federation,21102,2774,170,22,1694,224
181,Rwanda,134,7,0,0,49,7
182,Réunion,0,0,0,0,0,0
183,Saint Helena,0,0,0,0,0,0
184,Saint Kitts and Nevis,14,2,0,0,0,0
185,Saint Lucia,15,0,0,0,11,7
186,Saint Pierre and Miquelon,0,0,0,0,0,0
187,Saint Vincent and Grenadines,12,0,0,0,1,0
188,Saint-Barthélemy,0,0,0,0,0,0
189,Saint-Martin (French part),0,0,0,0,0,0
190,Samoa,0,0,0,0,0,0
191,San Marino,371,15,36,1,53,0
192,Sao Tome and Principe,4,0,0,0,0,0
193,Saudi Arabia,5369,435,73,8,889,84
194,Senegal,299,8,2,0,183,5
195,Serbia,4465,411,94,9,0,0
196,Seychelles,11,0,0,0,0,0
197,Sierra Leone,11,1,0,0,0,0
198,Singapore,3252,334,10,1,611,25
199,Slovakia,835,66,2,0,113,6
200,Slovenia,1220,8,56,1,152,0
201,Solomon Islands,0,0,0,0,0,0
202,Somalia,60,0,2,0,2,0
203,South Africa,2415,143,27,0,410,0
204,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
205,South Sudan,4,0,0,0,0,0
206,Spain,172541,2442,18056,300,67504,2777
207,Sri Lanka,233,16,7,0,61,5
208,Sudan,32,3,5,1,4,0
209,Suriname,10,0,1,0,6,0
210,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
211,Swaziland,15,0,0,0,8,1
212,Sweden,11445,497,1033,114,381,0
213,Switzerland,25936,248,1174,36,13700,0
214,Syrian Arab Republic (Syria),29,4,2,0,5,0
215,"Taiwan, Republic of China",393,0,6,0,124,15
216,Tajikistan,0,0,0,0,0,0
217,"Tanzania, United Republic of",53,4,3,0,7,0
218,Thailand,2613,34,41,1,1405,117
219,Timor-Leste,6,2,0,0,1,0
220,Togo,77,0,3,0,32,3
221,Tokelau,0,0,0,0,0,0
222,Tonga,0,0,0,0,0,0
223,Trinidad and Tobago,113,0,8,0,17,1
224,Tunisia,747,21,34,0,43,0
225,Turkey,65111,4062,1403,107,4799,842
226,Turkmenistan,0,0,0,0,0,0
227,Turks and Caicos Islands,0,0,0,0,0,0
228,Tuvalu,0,0,0,0,0,0
229,US Minor Outlying Islands,0,0,0,0,0,0
230,Uganda,55,1,0,0,8,1
231,Ukraine,3372,270,98,5,119,22
232,United Arab Emirates,4933,412,28,3,933,81
233,United Kingdom,94845,5275,12129,782,323,19
234,United States of America,604736,24513,25747,2227,47763,4281
235,Uruguay,483,3,8,0,248,17
236,Uzbekistan,1165,167,4,0,99,14
237,Vanuatu,0,0,0,0,0,0
238,Venezuela (Bolivarian Republic),189,0,9,0,110,0
239,Viet Nam,266,1,0,0,169,23
240,"Virgin Islands, US",0,0,0,0,0,0
241,Wallis and Futuna Islands,0,0,0,0,0,0
242,Western Sahara,6,0,0,0,0,0
243,Yemen,1,0,0,0,0,0
244,Zambia,45,0,2,0,30,0
245,Zimbabwe,17,0,3,0,0,0
