,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
200,Singapore,14423,799,14,2,1095,35
201,Slovakia,1381,2,18,0,403,9
202,Slovenia,1402,6,83,1,221,0
203,Solomon Islands,0,0,0,0,0,0
204,Somalia,480,44,26,3,10,0
205,South Africa,4793,247,90,3,1473,0
206,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
207,South Sudan,6,0,0,0,0,0
208,Spain,229422,2793,23521,331,120832,3105
209,Sri Lanka,588,65,7,0,126,6
210,Sudan,275,38,22,1,21,1
211,Suriname,10,0,1,0,7,0
212,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
213,Swaziland,65,6,1,0,10,0
214,Sweden,18926,286,2274,80,1005,0
215,Switzerland,29164,103,1665,55,22200,400
216,Syrian Arab Republic (Syria),43,0,3,0,19,5
217,"Taiwan, Republic of China",429,0,6,0,290,9
218,Tajikistan,0,0,0,0,0,0
219,"Tanzania, United Republic of",299,0,10,0,48,0
220,Thailand,2931,9,52,1,2609,15
221,Timor-Leste,24,0,0,0,2,0
222,Togo,98,0,6,0,62,0
223,Tokelau,0,0,0,0,0,0
224,Tonga,0,0,0,0,0,0
225,Trinidad and Tobago,116,1,8,0,59,5
226,Tunisia,967,18,39,1,279,63
227,Turkey,112261,2131,2900,95,33791,4651
228,Turkmenistan,0,0,0,0,0,0
229,Turks and Caicos Islands,0,0,0,0,0,0
230,Tuvalu,0,0,0,0,0,0
231,US Minor Outlying Islands,0,0,0,0,0,0
232,Uganda,79,0,0,0,47,1
233,Ukraine,9009,392,220,11,864,24
234,United Arab Emirates,10839,490,82,6,2090,112
235,United Kingdom,158348,4311,21157,363,807,29
236,United States of America,987068,22395,56221,1373,111424,4436
237,Uruguay,620,14,15,0,386,11
238,Uzbekistan,1904,35,8,0,892,103
239,Vanuatu,0,0,0,0,0,0
240,Venezuela (Bolivarian Republic),329,4,10,0,142,5
241,Viet Nam,270,0,0,0,225,0
242,"Virgin Islands, US",0,0,0,0,0,0
243,Wallis and Futuna Islands,0,0,0,0,0,0
244,Western Sahara,6,0,0,0,5,0
245,Yemen,1,0,0,0,1,0
246,Zambia,88,0,3,0,42,0
247,Zimbabwe,32,1,4,0,5,3
