,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
174,Philippines,6087,209,397,10,516,29
175,Pitcairn,0,0,0,0,0,0
176,Poland,8742,363,347,15,981,115
177,Portugal,19685,663,687,30,610,91
178,Puerto Rico,0,0,0,0,0,0
179,Qatar,5008,345,8,1,510,46
180,Republic of Kosovo,510,30,12,0,93,9
181,Romania,8418,351,421,10,1730,222
182,Russian Federation,36793,4785,313,40,3057,467
183,Rwanda,144,1,0,0,69,4
184,Réunion,0,0,0,0,0,0
185,Saint Helena,0,0,0,0,0,0
186,Saint Kitts and Nevis,14,0,0,0,0,0
187,Saint Lucia,15,0,0,0,11,0
188,Saint Pierre and Miquelon,0,0,0,0,0,0
189,Saint Vincent and Grenadines,12,0,0,0,1,0
190,Saint-Barthélemy,0,0,0,0,0,0
191,Saint-Martin (French part),0,0,0,0,0,0
192,Samoa,0,0,0,0,0,0
193,San Marino,455,20,39,0,60,3
194,Sao Tome and Principe,4,0,0,0,0,0
195,Saudi Arabia,8274,1132,92,5,1329,280
196,Senegal,350,8,3,1,211,13
197,Serbia,5994,304,117,7,637,103
198,Seychelles,11,0,0,0,5,0
199,Sierra Leone,30,4,0,0,0,0
200,Singapore,5992,942,11,0,740,32
201,Slovakia,1089,40,11,2,213,38
202,Slovenia,1317,13,70,4,190,16
203,Solomon Islands,0,0,0,0,0,0
204,Somalia,135,19,7,1,2,0
205,South Africa,3034,251,52,2,903,0
206,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
207,South Sudan,4,0,0,0,0,0
208,Spain,191726,887,20043,41,74797,0
209,Sri Lanka,254,10,7,0,86,9
210,Sudan,66,33,10,4,6,2
211,Suriname,10,0,1,0,6,0
212,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
213,Swaziland,22,6,1,0,8,0
214,Sweden,13822,606,1511,111,550,0
215,Switzerland,27404,326,1368,41,17100,700
216,Syrian Arab Republic (Syria),38,0,2,0,5,0
217,"Taiwan, Republic of China",398,3,6,0,178,12
218,Tajikistan,0,0,0,0,0,0
219,"Tanzania, United Republic of",147,0,5,0,11,0
220,Thailand,2733,33,47,0,1787,98
221,Timor-Leste,18,0,0,0,1,0
222,Togo,84,1,5,0,49,1
223,Tokelau,0,0,0,0,0,0
224,Tonga,0,0,0,0,0,0
225,Trinidad and Tobago,114,0,8,0,21,1
226,Tunisia,864,0,37,0,43,0
227,Turkey,82329,3783,1890,121,10453,1822
228,Turkmenistan,0,0,0,0,0,0
229,Turks and Caicos Islands,0,0,0,0,0,0
230,Tuvalu,0,0,0,0,0,0
231,US Minor Outlying Islands,0,0,0,0,0,0
232,Ukraine,5106,444,133,8,275,29
233,United Arab Emirates,6302,0,37,0,1188,0
234,United Kingdom,115314,5545,15498,891,414,20
235,United States of America,731602,32454,38647,1889,64840,6295
236,Uruguay,508,6,9,0,294,8
237,Uzbekistan,1490,85,5,1,194,38
238,Vanuatu,0,0,0,0,0,0
239,Venezuela (Bolivarian Republic),227,23,9,0,113,2
240,Viet Nam,268,0,0,0,201,3
241,"Virgin Islands, US",0,0,0,0,0,0
242,Wallis and Futuna Islands,0,0,0,0,0,0
243,Western Sahara,6,0,0,0,0,0
244,Yemen,1,0,0,0,0,0
245,Zambia,57,5,2,0,33,3
246,Zimbabwe,25,1,3,0,2,0
