,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
139,Mayotte,0,0,0,0,0,0
140,Mexico,16752,1223,1569,135,11423,2337
141,"Micronesia, Federated States of",0,0,0,0,0,0
142,Moldova,3638,157,103,1,975,50
143,Monaco,95,0,4,0,50,8
144,Mongolia,38,0,0,0,10,0
145,Montenegro,321,0,7,0,199,10
146,Montserrat,0,0,0,0,0,0
147,Morocco,4252,132,165,3,778,83
148,Mozambique,76,0,0,0,12,0
149,Myanmar,150,4,5,0,16,0
150,Namibia,16,0,0,0,8,0
151,Nauru,0,0,0,0,0,0
152,Nepal,54,2,0,0,16,0
153,Netherlands,38612,172,4582,48,117,0
154,Netherlands Antilles,0,0,0,0,0,0
155,New Caledonia,0,0,0,0,0,0
156,New Zealand,1474,2,19,0,1229,15
157,Nicaragua,13,0,3,0,7,0
158,Niger,709,8,31,2,403,18
159,Nigeria,1532,195,44,4,255,0
160,Niue,0,0,0,0,0,0
161,Norfolk Island,0,0,0,0,0,0
162,Northern Mariana Islands,0,0,0,0,0,0
163,Norway,7660,61,206,1,32,0
164,Oman,2131,82,10,0,364,0
165,Pakistan,14612,697,312,20,3233,204
166,Palau,0,0,0,0,0,0
167,Panama,6021,0,167,0,455,0
168,Papua New Guinea,8,0,0,0,0,0
169,Paraguay,239,11,9,0,102,9
170,Peru,31190,2491,854,72,9179,754
171,Philippines,7958,181,530,19,975,43
172,Pitcairn,0,0,0,0,0,0
173,Poland,12218,316,596,34,2655,189
174,Portugal,24322,295,948,20,1389,32
175,Puerto Rico,0,0,0,0,0,0
176,Qatar,11921,677,10,0,1134,68
177,Republic of Kosovo,510,0,12,0,93,0
178,Romania,11616,277,663,22,3404,263
179,Russian Federation,93558,6411,867,73,8456,1110
180,Rwanda,212,5,0,0,95,2
181,Réunion,0,0,0,0,0,0
182,Saint Helena,0,0,0,0,0,0
183,Saint Kitts and Nevis,15,0,0,0,4,2
184,Saint Lucia,15,0,0,0,15,0
185,Saint Pierre and Miquelon,0,0,0,0,0,0
186,Saint Vincent and Grenadines,15,0,0,0,8,0
187,Saint-Barthélemy,0,0,0,0,0,0
188,Saint-Martin (French part),0,0,0,0,0,0
189,Samoa,0,0,0,0,0,0
190,San Marino,553,15,41,0,64,0
191,Sao Tome and Principe,8,4,0,0,4,4
192,Saudi Arabia,20077,1266,152,8,2784,253
193,Senegal,823,87,9,0,296,12
194,Serbia,6630,0,125,0,870,0
195,Seychelles,11,0,0,0,6,0
196,Sierra Leone,104,11,4,0,12,2
197,Singapore,14951,528,14,0,1128,33
198,Slovakia,1384,3,20,2,423,20
199,Slovenia,1408,6,86,3,223,2
200,Solomon Islands,0,0,0,0,0,0
201,Somalia,528,48,28,2,19,9
202,South Africa,4996,203,93,3,2073,600
203,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
204,South Sudan,34,28,0,0,0,0
205,Spain,232128,2706,23822,301,123903,3071
206,Sri Lanka,619,31,7,0,134,8
207,Sudan,318,43,25,3,31,10
208,Suriname,10,0,1,0,7,0
209,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
210,Swaziland,71,6,1,0,10,0
211,Sweden,19621,695,2355,81,1005,0
212,Switzerland,29264,100,1699,34,22600,400
213,Syrian Arab Republic (Syria),43,0,3,0,21,2
214,"Taiwan, Republic of China",429,0,6,0,307,17
215,Tajikistan,0,0,0,0,0,0
216,"Tanzania, United Republic of",299,0,10,0,48,0
217,Thailand,2938,7,54,2,2652,43
218,Timor-Leste,24,0,0,0,6,4
219,Togo,99,1,6,0,63,1
220,Tokelau,0,0,0,0,0,0
221,Tonga,0,0,0,0,0,0
222,Trinidad and Tobago,116,0,8,0,59,0
223,Tunisia,975,8,40,1,279,0
224,Turkey,114653,2392,2992,92,38809,5018
225,Turkmenistan,0,0,0,0,0,0
226,Turks and Caicos Islands,0,0,0,0,0,0
227,Tuvalu,0,0,0,0,0,0
228,US Minor Outlying Islands,0,0,0,0,0,0
229,Uganda,79,0,0,0,52,5
230,Ukraine,9410,401,239,19,992,128
231,United Arab Emirates,11380,541,89,7,2181,91
232,United Kingdom,162350,4002,21745,588,813,6
233,United States of America,1011426,24358,58316,2095,115936,4512
234,Uruguay,625,5,15,0,394,8
235,Uzbekistan,1939,35,8,0,992,100
236,Vanuatu,0,0,0,0,0,0
237,Venezuela (Bolivarian Republic),329,0,10,0,142,0
238,"Virgin Islands, US",0,0,0,0,0,0
239,Wallis and Futuna Islands,0,0,0,0,0,0
240,Western Sahara,6,0,0,0,5,0
241,Yemen,1,0,0,0,1,0
242,Zambia,95,7,3,0,42,0
243,Zimbabwe,32,0,4,0,5,0
