,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
53,Costa Rica,612,17,3,0,62,6
54,Croatia,1650,50,25,2,400,27
55,Cuba,726,57,21,3,121,29
56,Cyprus,662,29,12,1,65,0
57,Czech Republic,6059,68,143,5,519,55
58,Côte d'Ivoire,626,52,6,1,89,4
59,Denmark,6513,144,285,12,2403,112
60,Djibouti,298,84,2,0,41,5
61,Dominica,16,0,0,0,8,0
62,Dominican Republic,3167,200,177,4,152,21
63,Ecuador,7529,63,355,22,597,96
64,Egypt,2190,125,164,5,589,0
65,El Salvador,137,12,6,0,22,1
66,Equatorial Guinea,21,0,0,0,4,1
67,Eritrea,34,0,0,0,0,0
68,Estonia,1332,23,28,3,102,4
69,Ethiopia,74,3,3,0,14,4
70,Falkland Islands (Malvinas),0,0,0,0,0,0
71,Faroe Islands,0,0,0,0,0,0
72,Fiji,16,0,0,0,0,0
73,Finland,3064,90,59,3,300,0
74,France,137875,4205,14986,574,28001,532
75,French Guiana,0,0,0,0,0,0
76,French Polynesia,0,0,0,0,0,0
77,French Southern Territories,0,0,0,0,0,0
78,Gabon,57,8,1,0,1,0
79,Gambia,9,0,1,0,2,0
80,Georgia,272,15,3,0,68,1
81,Germany,130072,2218,3194,172,64300,4000
82,Ghana,566,0,8,0,4,0
83,Gibraltar,0,0,0,0,0,0
84,Greece,2145,31,99,1,269,0
85,Greenland,0,0,0,0,0,0
86,Grenada,14,0,0,0,0,0
87,Guadeloupe,0,0,0,0,0,0
88,Guam,0,0,0,0,0,0
89,Guatemala,156,1,5,0,19,0
90,Guernsey,0,0,0,0,0,0
91,Guinea,319,69,0,0,17,0
92,Guinea-Bissau,38,0,0,0,0,0
93,Guyana,45,0,6,0,8,0
94,Haiti,40,7,3,0,0,0
95,Heard and Mcdonald Islands,0,0,0,0,0,0
96,Holy See (Vatican City State),8,0,0,0,2,0
97,Honduras,397,4,25,0,7,0
98,"Hong Kong, SAR China",0,0,0,0,0,0
99,Hungary,1458,48,109,10,120,2
100,Iceland,1711,10,8,0,933,44
101,India,10453,1248,358,27,1181,101
102,Indonesia,4557,316,399,26,380,21
103,"Iran, Islamic Republic of",73303,1617,4585,111,45983,2089
104,Iraq,1378,26,78,2,717,77
105,Ireland,10647,992,365,31,25,0
106,Isle of Man,0,0,0,0,0,0
107,Israel,11586,441,116,13,1855,228
108,Italy,159516,3153,20465,566,35435,1224
109,Jamaica,73,4,4,0,19,6
110,Japan,7370,622,123,15,784,22
111,Jersey,0,0,0,0,0,0
112,Jordan,391,2,7,0,215,14
113,Kazakhstan,1091,140,12,2,138,39
114,Kenya,208,11,9,1,40,15
115,Kiribati,0,0,0,0,0,0
116,Korea (North),0,0,0,0,0,0
117,Korea (South),10537,25,217,3,7447,79
118,Kuwait,1300,66,2,1,150,8
119,Kyrgyzstan,419,42,5,0,67,13
120,Lao PDR,19,0,0,0,0,0
121,Latvia,655,4,5,0,16,0
122,Lebanon,632,2,20,0,80,0
123,Lesotho,0,0,0,0,0,0
124,Liberia,59,9,6,1,4,1
125,Libya,26,1,1,0,9,0
126,Liechtenstein,79,0,1,0,55,0
127,Lithuania,1062,9,24,1,101,4
128,Luxembourg,3292,11,69,3,500,0
129,"Macao, SAR China",0,0,0,0,0,0
130,"Macedonia, Republic of",854,26,38,4,44,3
131,Madagascar,106,0,0,0,21,1
132,Malawi,16,3,2,0,0,0
133,Malaysia,4817,134,77,1,2276,168
134,Maldives,20,0,0,0,14,0
135,Mali,123,18,10,1,26,4
136,Malta,384,6,3,0,44,0
137,Marshall Islands,0,0,0,0,0,0
138,Martinique,0,0,0,0,0,0
139,Mauritania,7,0,1,0,2,0
140,Mauritius,324,0,9,0,42,0
141,Mayotte,0,0,0,0,0,0
142,Mexico,4661,442,296,23,1843,71
143,"Micronesia, Federated States of",0,0,0,0,0,0
144,Moldova,1712,50,35,4,107,13
145,Monaco,93,0,1,0,6,0
146,Mongolia,17,1,0,0,4,0
147,Montenegro,274,2,3,0,5,0
148,Montserrat,0,0,0,0,0,0
149,Morocco,1763,102,126,8,203,26
150,Mozambique,21,0,0,0,2,0
151,Myanmar,62,21,4,0,2,0
152,Namibia,16,0,0,0,3,0
153,Nauru,0,0,0,0,0,0
154,Nepal,14,2,0,0,1,0
155,Netherlands,26710,964,2833,86,295,0
156,Netherlands Antilles,0,0,0,0,0,0
157,New Caledonia,0,0,0,0,0,0
158,New Zealand,1349,19,5,1,546,75
159,Nicaragua,9,0,1,0,4,0
160,Niger,529,0,12,0,75,0
161,Nigeria,343,20,10,0,91,6
162,Niue,0,0,0,0,0,0
163,Norfolk Island,0,0,0,0,0,0
164,Northern Mariana Islands,0,0,0,0,0,0
165,Norway,6603,78,134,6,32,0
166,Oman,727,128,4,0,124,15
167,Pakistan,5496,266,93,2,1095,67
168,Palau,0,0,0,0,0,0
169,Palestinian Territory,308,18,2,0,58,0
170,Panama,3400,166,87,8,29,6
171,Papua New Guinea,2,0,0,0,0,0
172,Paraguay,147,13,6,0,22,0
173,Peru,9784,2265,216,23,2642,844
174,Philippines,4932,284,315,18,242,45
175,Pitcairn,0,0,0,0,0,0
176,Poland,6934,260,245,13,487,48
177,Portugal,16934,349,535,31,277,0
178,Puerto Rico,0,0,0,0,0,0
179,Qatar,3231,252,7,0,334,59
180,Republic of Kosovo,283,0,7,0,58,0
181,Romania,6633,333,331,15,914,62
182,Russian Federation,18328,2558,148,18,1470,179
183,Rwanda,127,1,0,0,42,17
184,Réunion,0,0,0,0,0,0
185,Saint Helena,0,0,0,0,0,0
186,Saint Kitts and Nevis,12,0,0,0,0,0
187,Saint Lucia,15,0,0,0,4,0
188,Saint Pierre and Miquelon,0,0,0,0,0,0
189,Saint Vincent and Grenadines,12,0,0,0,1,0
190,Saint-Barthélemy,0,0,0,0,0,0
191,Saint-Martin (French part),0,0,0,0,0,0
192,Samoa,0,0,0,0,0,0
193,San Marino,356,0,35,0,53,0
194,Sao Tome and Principe,4,0,0,0,0,0
195,Saudi Arabia,4934,472,65,6,805,44
196,Senegal,291,11,2,0,178,7
197,Serbia,4054,424,85,5,0,0
198,Seychelles,11,0,0,0,0,0
199,Sierra Leone,10,0,0,0,0,0
200,Singapore,2918,386,9,1,586,26
201,Slovakia,769,27,2,0,107,84
202,Slovenia,1212,7,55,2,152,2
203,Solomon Islands,0,0,0,0,0,0
204,Somalia,60,35,2,1,2,0
205,South Africa,2272,99,27,2,410,0
206,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
207,South Sudan,4,0,0,0,0,0
208,Spain,170099,3268,17756,547,64727,2336
209,Sri Lanka,217,7,7,0,56,0
210,Sudan,29,10,4,2,4,2
211,Suriname,10,0,1,0,6,2
212,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
213,Swaziland,15,1,0,0,7,0
214,Sweden,10948,465,919,20,381,0
215,Switzerland,25688,273,1138,32,13700,1000
216,Syrian Arab Republic (Syria),25,0,2,0,5,0
217,"Taiwan, Republic of China",393,5,6,0,109,0
218,Tajikistan,0,0,0,0,0,0
219,"Tanzania, United Republic of",49,17,3,0,7,2
220,Thailand,2579,28,40,2,1288,70
221,Timor-Leste,4,2,0,0,1,0
222,Togo,77,1,3,0,29,0
223,Tokelau,0,0,0,0,0,0
224,Tonga,0,0,0,0,0,0
225,Trinidad and Tobago,113,0,8,0,16,0
226,Tunisia,726,19,34,3,43,0
227,Turkey,61049,4093,1296,98,3957,511
228,Turkmenistan,0,0,0,0,0,0
229,Turks and Caicos Islands,0,0,0,0,0,0
230,Tuvalu,0,0,0,0,0,0
231,US Minor Outlying Islands,0,0,0,0,0,0
232,Uganda,54,0,0,0,7,3
233,Ukraine,3102,325,93,10,97,8
234,United Arab Emirates,4521,398,25,3,852,172
235,United States of America,682223,126919,23520,1506,43482,10494
236,Uruguay,480,0,8,1,231,0
237,Uzbekistan,998,133,4,0,85,19
238,Vanuatu,0,0,0,0,0,0
239,Venezuela (Bolivarian Republic),189,8,9,0,110,17
240,Viet Nam,265,3,0,0,146,2
241,"Virgin Islands, US",0,0,0,0,0,0
242,Wallis and Futuna Islands,0,0,0,0,0,0
243,Western Sahara,6,0,0,0,0,0
244,Yemen,1,0,0,0,0,0
245,Zambia,45,2,2,0,30,0
246,Zimbabwe,17,3,3,0,0,0
