,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
140,Mauritius,268,24,7,0,8,1
141,Mayotte,0,0,0,0,0,0
142,Mexico,2439,296,125,31,633,0
143,"Micronesia, Federated States of",0,0,0,0,0,0
144,Moldova,1056,91,22,3,40,3
145,Monaco,79,2,1,0,4,0
146,Mongolia,15,0,0,0,4,2
147,Montenegro,241,8,2,0,4,3
148,Montserrat,0,0,0,0,0,0
149,Morocco,1184,64,90,10,93,12
150,Mozambique,10,0,0,0,1,0
151,Myanmar,22,0,1,0,0,0
152,Namibia,16,0,0,0,3,0
153,Nauru,0,0,0,0,0,0
154,Nepal,9,0,0,0,1,0
155,Netherlands,19709,783,2108,234,272,14
156,Netherlands Antilles,0,0,0,0,0,0
157,New Caledonia,0,0,0,0,0,0
158,New Zealand,1160,54,1,0,241,65
159,Nicaragua,6,0,1,0,0,0
160,Niger,278,25,11,1,26,0
161,Nigeria,254,16,6,1,44,9
162,Niue,0,0,0,0,0,0
163,Norfolk Island,0,0,0,0,0,0
164,Northern Mariana Islands,0,0,0,0,0,0
165,Norway,6086,221,89,13,32,0
166,Oman,371,40,2,0,67,6
167,Pakistan,4035,269,57,4,429,170
168,Palau,0,0,0,0,0,0
169,Palestinian Territory,261,7,1,0,42,18
170,Panama,2100,112,55,1,14,1
171,Papua New Guinea,2,0,0,0,0,0
172,Paraguay,115,2,5,0,15,3
173,Peru,2954,393,107,15,1301,304
174,Philippines,3764,104,177,14,84,11
175,Pitcairn,0,0,0,0,0,0
176,Poland,4848,435,129,22,191,29
177,Portugal,12442,712,345,34,184,44
178,Puerto Rico,0,0,0,0,0,0
179,Qatar,2057,225,6,2,150,19
180,Republic of Kosovo,170,25,4,3,24,1
181,Romania,4417,360,197,21,460,54
182,Russian Federation,7497,1154,58,11,494,88
183,Rwanda,105,0,0,0,7,3
184,Réunion,0,0,0,0,0,0
185,Saint Helena,0,0,0,0,0,0
186,Saint Kitts and Nevis,11,1,0,0,0,0
187,Saint Lucia,14,0,0,0,1,0
188,Saint Pierre and Miquelon,0,0,0,0,0,0
189,Saint Vincent and Grenadines,8,1,0,0,1,0
190,Saint-Barthélemy,0,0,0,0,0,0
191,Saint-Martin (French part),0,0,0,0,0,0
192,Samoa,0,0,0,0,0,0
193,San Marino,279,13,34,2,40,5
194,Sao Tome and Principe,4,0,0,0,0,0
195,Saudi Arabia,2795,190,41,3,615,64
196,Senegal,237,11,2,0,105,13
197,Serbia,2447,247,61,3,0,0
198,Seychelles,11,0,0,0,0,0
199,Sierra Leone,6,0,0,0,0,0
200,Singapore,1481,106,6,0,377,33
201,Slovakia,581,47,2,0,13,5
202,Slovenia,1059,38,36,6,102,0
203,Solomon Islands,0,0,0,0,0,0
204,Somalia,8,1,0,0,1,0
205,South Africa,1749,63,13,1,95,0
206,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
207,South Sudan,0,0,0,0,0,0
208,Spain,141942,5267,14045,704,43208,2771
209,Sri Lanka,185,7,6,1,42,4
210,Sudan,14,2,2,0,2,0
211,Suriname,10,0,1,0,0,0
212,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
213,Swaziland,10,0,0,0,4,0
214,Sweden,7693,487,591,114,205,0
215,Switzerland,22253,596,821,56,8704,648
216,Syrian Arab Republic (Syria),19,0,2,0,3,1
217,"Taiwan, Republic of China",376,3,5,0,57,0
218,Tajikistan,0,0,0,0,0,0
219,"Tanzania, United Republic of",24,0,1,0,5,2
220,Thailand,2258,38,27,1,888,95
221,Timor-Leste,1,0,0,0,0,0
222,Togo,65,7,3,0,23,0
223,Tokelau,0,0,0,0,0,0
224,Tonga,0,0,0,0,0,0
225,Trinidad and Tobago,107,2,8,0,1,0
226,Tunisia,623,27,23,1,25,20
227,Turkey,34109,3892,725,76,1582,256
228,Turkmenistan,0,0,0,0,0,0
229,Turks and Caicos Islands,0,0,0,0,0,0
230,Tuvalu,0,0,0,0,0,0
231,US Minor Outlying Islands,0,0,0,0,0,0
232,Uganda,52,0,0,0,0,0
233,Ukraine,1462,143,45,7,28,0
234,United Arab Emirates,2359,283,12,1,186,19
235,United Kingdom,55949,3670,6171,786,325,38
236,United States of America,396221,29614,12721,1938,21763,2182
237,Uruguay,424,18,7,1,150,46
238,Uzbekistan,520,63,2,0,30,0
239,Vanuatu,0,0,0,0,0,0
240,Venezuela (Bolivarian Republic),165,0,7,0,65,0
241,Viet Nam,249,4,0,0,123,28
242,"Virgin Islands, US",0,0,0,0,0,0
243,Wallis and Futuna Islands,0,0,0,0,0,0
244,Western Sahara,4,0,0,0,0,0
245,Yemen,0,0,0,0,0,0
246,Zambia,39,0,1,0,7,2
247,Zimbabwe,11,1,2,1,0,0
