,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
174,Philippines,9485,0,623,0,1315,0
175,Pitcairn,0,0,0,0,0,0
176,Poland,14006,0,698,0,4095,0
177,Portugal,25524,0,1063,0,1712,0
178,Puerto Rico,0,0,0,0,0,0
179,Qatar,16191,0,12,0,1810,0
180,Republic of Kosovo,855,0,26,0,403,0
181,Romania,13512,0,818,0,5269,0
182,Russian Federation,145268,0,1356,0,18095,0
183,Rwanda,261,0,0,0,128,0
184,Réunion,0,0,0,0,0,0
185,Saint Helena,0,0,0,0,0,0
186,Saint Kitts and Nevis,15,0,0,0,8,0
187,Saint Lucia,18,0,0,0,15,0
188,Saint Pierre and Miquelon,0,0,0,0,0,0
189,Saint Vincent and Grenadines,17,0,0,0,9,0
190,Saint-Barthélemy,0,0,0,0,0,0
191,Saint-Martin (French part),0,0,0,0,0,0
192,Samoa,0,0,0,0,0,0
193,San Marino,582,0,41,0,86,0
194,Sao Tome and Principe,23,0,3,0,4,0
195,Saudi Arabia,28656,0,191,0,4476,0
196,Senegal,1271,0,10,0,415,0
197,Serbia,9557,0,197,0,1574,0
198,Seychelles,11,0,0,0,6,0
199,Sierra Leone,178,0,9,0,37,0
200,Singapore,18778,0,18,0,1457,0
201,Slovakia,1413,0,25,0,643,0
202,Slovenia,1439,0,97,0,241,0
203,Solomon Islands,0,0,0,0,0,0
204,Somalia,756,0,35,0,61,0
205,South Africa,7220,0,138,0,2746,0
206,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
207,South Sudan,46,0,0,0,0,0
208,Spain,218011,0,25428,0,121343,0
209,Sri Lanka,751,0,8,0,194,0
210,Sudan,678,0,41,0,61,0
211,Suriname,10,0,1,0,9,0
212,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
213,Swaziland,116,0,1,0,12,0
214,Sweden,22721,0,2769,0,4074,0
215,Switzerland,29981,0,1784,0,25200,0
216,Syrian Arab Republic (Syria),44,0,3,0,27,0
217,"Taiwan, Republic of China",438,0,6,0,334,0
218,Tajikistan,230,0,3,0,0,0
219,"Tanzania, United Republic of",480,0,16,0,167,0
220,Thailand,2987,0,54,0,2740,0
221,Timor-Leste,24,0,0,0,20,0
222,Togo,126,0,9,0,74,0
223,Tokelau,0,0,0,0,0,0
224,Tonga,0,0,0,0,0,0
225,Trinidad and Tobago,116,0,8,0,99,0
226,Tunisia,1018,0,43,0,406,0
227,Turkey,127659,0,3461,0,68166,0
228,Turkmenistan,0,0,0,0,0,0
229,Turks and Caicos Islands,0,0,0,0,0,0
230,Tuvalu,0,0,0,0,0,0
231,US Minor Outlying Islands,0,0,0,0,0,0
232,Uganda,97,0,0,0,55,0
233,Ukraine,12331,0,303,0,1619,0
234,United Arab Emirates,14730,0,137,0,2966,0
235,United Kingdom,190584,0,28734,0,0,0
236,United States of America,1180375,0,68922,0,187180,0
237,Uruguay,657,0,17,0,447,0
238,Uzbekistan,2189,0,10,0,1405,0
239,Vanuatu,0,0,0,0,0,0
240,Venezuela (Bolivarian Republic),357,0,10,0,158,0
241,Viet Nam,271,0,0,0,219,0
242,"Virgin Islands, US",0,0,0,0,0,0
243,Wallis and Futuna Islands,0,0,0,0,0,0
244,Western Sahara,6,0,0,0,5,0
245,Yemen,12,0,2,0,1,0
246,Zambia,137,0,3,0,78,0
247,Zimbabwe,34,0,4,0,5,0
