,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
61,Dominica,16,0,0,0,8,0
62,Dominican Republic,3614,328,189,6,208,46
63,Ecuador,7858,255,388,19,780,84
64,Egypt,2505,155,183,5,589,0
65,El Salvador,159,10,6,0,30,5
66,Equatorial Guinea,51,10,0,0,4,0
67,Eritrea,35,1,0,0,0,0
68,Estonia,1400,27,35,4,117,2
69,Ethiopia,85,3,3,0,15,1
70,Falkland Islands (Malvinas),0,0,0,0,0,0
71,Faroe Islands,0,0,0,0,0,0
72,Fiji,16,0,0,0,0,0
73,Finland,3237,76,72,8,300,0
74,France,134582,3221,17188,1440,31470,2372
75,French Guiana,0,0,0,0,0,0
76,French Polynesia,0,0,0,0,0,0
77,French Southern Territories,0,0,0,0,0,0
78,Gabon,80,23,1,0,4,3
79,Gambia,9,0,1,0,2,0
80,Georgia,306,6,3,0,71,2
81,Germany,134753,3394,3804,510,72600,4400
82,Ghana,636,0,8,0,17,0
83,Gibraltar,0,0,0,0,0,0
84,Greece,2192,22,102,1,269,0
85,Greenland,0,0,0,0,0,0
86,Grenada,14,0,0,0,0,0
87,Guadeloupe,0,0,0,0,0,0
88,Guam,0,0,0,0,0,0
89,Guatemala,180,13,5,0,19,0
90,Guernsey,0,0,0,0,0,0
91,Guinea,404,41,1,1,31,0
92,Guinea-Bissau,43,5,0,0,0,0
93,Guyana,55,8,6,0,8,0
94,Haiti,41,1,3,0,0,0
95,Heard and Mcdonald Islands,0,0,0,0,0,0
96,Holy See (Vatican City State),8,0,0,0,2,0
97,Honduras,419,12,31,5,9,2
98,"Hong Kong, SAR China",0,0,0,0,0,0
99,Hungary,1579,67,134,12,192,70
100,Iceland,1727,7,8,0,1077,88
101,India,12322,835,405,12,1432,73
102,Indonesia,5136,297,469,10,446,20
103,"Iran, Islamic Republic of",76389,1512,4777,94,49933,1804
104,Iraq,1415,15,79,1,812,46
105,Ireland,12547,1068,444,38,77,52
106,Isle of Man,0,0,0,0,0,0
107,Israel,12501,455,130,7,2563,368
108,Italy,165155,2667,21645,578,38092,962
109,Jamaica,125,52,5,1,21,2
110,Japan,8100,455,146,3,853,54
111,Jersey,0,0,0,0,0,0
112,Jordan,401,4,7,0,250,15
113,Kazakhstan,1295,63,16,2,240,37
114,Kenya,225,9,10,1,53,12
115,Kiribati,0,0,0,0,0,0
116,Korea (North),0,0,0,0,0,0
117,Korea (South),10591,27,225,3,7616,82
118,Kuwait,1405,50,3,0,206,30
119,Kyrgyzstan,449,19,5,0,78,7
120,Lao PDR,19,0,0,0,1,0
121,Latvia,666,9,5,0,44,28
122,Lebanon,658,17,21,0,85,5
123,Lesotho,0,0,0,0,0,0
124,Liberia,59,0,6,0,4,0
125,Libya,48,13,1,0,9,0
126,Liechtenstein,79,0,1,0,55,0
127,Lithuania,1091,21,30,1,138,37
128,Luxembourg,3373,66,69,2,526,26
129,"Macao, SAR China",0,0,0,0,0,0
130,"Macedonia, Republic of",974,66,45,1,98,12
131,Madagascar,110,2,0,0,29,6
132,Malawi,16,0,2,0,0,0
133,Malaysia,5072,85,83,1,2647,169
134,Maldives,22,2,0,0,16,0
135,Mali,148,4,13,0,34,0
136,Malta,399,6,3,0,44,0
137,Marshall Islands,0,0,0,0,0,0
138,Martinique,0,0,0,0,0,0
139,Mauritania,7,0,1,0,2,0
140,Mauritius,324,0,9,0,65,14
141,Mayotte,0,0,0,0,0,0
142,Mexico,5399,385,406,74,2125,161
143,"Micronesia, Federated States of",0,0,0,0,0,0
144,Moldova,2049,115,46,6,171,37
145,Monaco,93,0,3,2,12,6
146,Mongolia,30,0,0,0,5,0
147,Montenegro,288,5,4,0,55,9
148,Montserrat,0,0,0,0,0,0
149,Morocco,2024,136,127,1,229,12
150,Mozambique,29,1,0,0,2,0
151,Myanmar,74,11,4,0,2,0
152,Namibia,16,0,0,0,3,0
153,Nauru,0,0,0,0,0,0
154,Nepal,16,0,0,0,1,0
155,Netherlands,28316,736,3145,190,304,7
156,Netherlands Antilles,0,0,0,0,0,0
157,New Caledonia,0,0,0,0,0,0
158,New Zealand,1386,20,9,0,728,100
159,Nicaragua,9,0,1,0,4,0
160,Niger,584,14,14,0,90,0
161,Nigeria,407,34,12,1,128,29
162,Niue,0,0,0,0,0,0
163,Norfolk Island,0,0,0,0,0,0
164,Northern Mariana Islands,0,0,0,0,0,0
165,Norway,6740,117,150,11,32,0
166,Oman,910,97,4,0,131,1
167,Pakistan,6383,546,111,15,1446,68
168,Palau,0,0,0,0,0,0
169,Palestinian Territory,374,66,2,0,63,1
170,Panama,3574,102,95,1,72,11
171,Papua New Guinea,2,0,0,0,0,0
172,Paraguay,161,2,8,1,23,1
173,Peru,11475,1172,254,24,3108,239
174,Philippines,5453,230,349,14,353,58
175,Pitcairn,0,0,0,0,0,0
176,Poland,7582,380,286,23,668,50
177,Portugal,18091,643,599,32,383,36
178,Puerto Rico,0,0,0,0,0,0
179,Qatar,3711,283,7,0,406,33
180,Republic of Kosovo,387,0,8,0,66,0
181,Romania,7216,337,372,21,1217,166
182,Russian Federation,24490,3388,198,28,1986,292
183,Rwanda,136,2,0,0,54,5
184,Réunion,0,0,0,0,0,0
185,Saint Helena,0,0,0,0,0,0
186,Saint Kitts and Nevis,14,0,0,0,0,0
187,Saint Lucia,15,0,0,0,11,0
188,Saint Pierre and Miquelon,0,0,0,0,0,0
189,Saint Vincent and Grenadines,12,0,0,0,1,0
190,Saint-Barthélemy,0,0,0,0,0,0
191,Saint-Martin (French part),0,0,0,0,0,0
192,Samoa,0,0,0,0,0,0
193,San Marino,372,1,36,0,53,0
194,Sao Tome and Principe,4,0,0,0,0,0
195,Saudi Arabia,5862,493,79,6,931,42
196,Senegal,314,15,2,0,190,7
197,Serbia,4873,408,99,5,0,0
198,Seychelles,11,0,0,0,0,0
199,Sierra Leone,13,2,0,0,0,0
200,Singapore,3699,447,10,0,652,41
201,Slovakia,863,28,6,4,151,38
202,Slovenia,1248,28,61,5,165,13
203,Solomon Islands,0,0,0,0,0,0
204,Somalia,80,20,5,3,2,0
205,South Africa,2506,91,34,7,410,0
206,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
207,South Sudan,4,0,0,0,0,0
208,Spain,177644,5103,18708,652,70853,3349
209,Sri Lanka,238,5,7,0,63,2
210,Sudan,32,0,5,0,4,0
211,Suriname,10,0,1,0,6,0
212,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
213,Swaziland,15,0,0,0,8,0
214,Sweden,11927,482,1203,170,381,0
215,Switzerland,26336,400,1239,65,15400,1700
216,Syrian Arab Republic (Syria),33,4,2,0,5,0
217,"Taiwan, Republic of China",395,2,6,0,124,0
218,Tajikistan,0,0,0,0,0,0
219,"Tanzania, United Republic of",88,35,4,1,11,4
220,Thailand,2643,30,43,2,1497,92
221,Timor-Leste,8,2,0,0,1,0
222,Togo,81,4,3,0,35,3
223,Tokelau,0,0,0,0,0,0
224,Tonga,0,0,0,0,0,0
225,Trinidad and Tobago,114,1,8,0,19,2
226,Tunisia,780,33,35,1,43,0
227,Turkey,69392,4281,1518,115,5674,875
228,Turkmenistan,0,0,0,0,0,0
229,Turks and Caicos Islands,0,0,0,0,0,0
230,Tuvalu,0,0,0,0,0,0
231,US Minor Outlying Islands,0,0,0,0,0,0
232,Uganda,55,0,0,0,12,4
233,Ukraine,3764,392,108,10,143,24
234,United Arab Emirates,5365,432,33,5,1034,101
235,United Kingdom,99483,4638,12894,765,368,45
236,United States of America,635842,31106,28314,2567,52096,4333
237,Uruguay,492,9,8,0,260,12
238,Uzbekistan,1302,137,4,0,107,8
239,Vanuatu,0,0,0,0,0,0
240,Venezuela (Bolivarian Republic),197,8,9,0,111,1
241,Viet Nam,267,1,0,0,171,2
242,"Virgin Islands, US",0,0,0,0,0,0
243,Wallis and Futuna Islands,0,0,0,0,0,0
244,Western Sahara,6,0,0,0,0,0
245,Yemen,1,0,0,0,0,0
246,Zambia,48,3,2,0,30,0
247,Zimbabwe,23,6,3,0,1,1
