,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
97,"Hong Kong, SAR China",0,0,0,0,0,0
98,Hungary,2168,70,225,12,295,8
99,Iceland,1785,7,10,0,1462,45
100,India,21370,1290,681,36,4370,395
101,Indonesia,7418,283,635,19,913,71
102,"Iran, Islamic Republic of",85996,1194,5391,94,63113,2148
103,Iraq,1631,29,83,0,1146,50
104,Ireland,16671,631,769,39,9233,0
105,Isle of Man,0,0,0,0,0,0
106,Israel,14498,556,189,5,5215,708
107,Italy,187327,3370,25085,437,54543,2943
108,Jamaica,233,10,6,0,27,0
109,Japan,11512,377,281,18,1356,117
110,Jersey,0,0,0,0,0,0
111,Jordan,435,7,7,0,315,18
112,Kazakhstan,2135,140,19,0,515,26
113,Kenya,303,7,14,0,74,0
114,Kiribati,0,0,0,0,0,0
115,Korea (North),0,0,0,0,0,0
116,Korea (South),10694,11,238,1,8277,64
117,Kuwait,2248,168,13,2,443,31
118,Kyrgyzstan,612,22,7,0,254,38
119,Lao PDR,19,0,0,0,4,2
120,Latvia,761,13,11,2,133,0
121,Lebanon,682,5,22,1,113,5
122,Lesotho,0,0,0,0,0,0
123,Liberia,101,0,8,0,20,13
124,Libya,59,8,1,0,15,0
125,Liechtenstein,81,0,1,0,55,0
126,Lithuania,1370,20,38,0,357,59
127,Luxembourg,3654,36,80,2,711,41
128,"Macao, SAR China",0,0,0,0,0,0
129,"Macedonia, Republic of",1259,28,56,1,272,48
130,Madagascar,121,0,0,0,52,8
131,Malawi,23,5,3,1,3,0
132,Malaysia,5532,50,93,1,3452,103
133,Maldives,86,3,0,0,16,0
134,Mali,293,35,17,3,73,16
135,Malta,444,1,3,0,165,15
136,Marshall Islands,0,0,0,0,0,0
137,Martinique,0,0,0,0,0,0
138,Mauritania,7,0,1,0,6,0
139,Mauritius,329,1,9,0,261,18
140,Mayotte,0,0,0,0,0,0
141,Mexico,9501,729,857,145,2627,0
142,"Micronesia, Federated States of",0,0,0,0,0,0
143,Moldova,2778,164,75,3,560,55
144,Monaco,94,0,3,0,26,0
145,Mongolia,35,1,0,0,8,0
146,Montenegro,315,2,5,0,116,15
147,Montserrat,0,0,0,0,0,0
148,Morocco,3446,237,149,4,417,24
149,Mozambique,41,2,0,0,8,0
150,Myanmar,123,2,5,0,7,0
151,Namibia,16,0,0,0,6,0
152,Nauru,0,0,0,0,0,0
153,Nepal,45,2,0,0,7,3
154,Netherlands,35032,715,4068,139,101,27
155,Netherlands Antilles,0,0,0,0,0,0
156,New Caledonia,0,0,0,0,0,0
157,New Zealand,1451,6,14,1,1036,30
158,Nicaragua,10,0,2,0,7,0
159,Niger,662,5,22,2,193,66
160,Nigeria,873,208,28,6,197,9
161,Niue,0,0,0,0,0,0
162,Norfolk Island,0,0,0,0,0,0
163,Northern Mariana Islands,0,0,0,0,0,0
164,Norway,7338,147,187,5,32,0
165,Oman,1614,106,8,0,238,0
166,Pakistan,10076,511,212,11,2156,83
167,Palau,0,0,0,0,0,0
168,Palestinian Territory,474,8,4,0,71,0
169,Panama,4821,163,141,5,231,27
170,Papua New Guinea,8,1,0,0,0,0
171,Paraguay,213,5,9,1,62,9
172,Peru,19250,1413,530,46,7027,45
173,Philippines,6710,111,446,9,693,39
174,Pitcairn,0,0,0,0,0,0
175,Poland,10169,313,426,25,1513,216
176,Portugal,21982,603,785,23,1143,226
177,Puerto Rico,0,0,0,0,0,0
178,Qatar,7141,608,10,1,689,75
179,Republic of Kosovo,510,0,12,0,93,0
180,Romania,9710,468,524,26,2406,253
181,Russian Federation,57999,5236,513,57,4420,547
182,Rwanda,153,3,0,0,84,0
183,Réunion,0,0,0,0,0,0
184,Saint Helena,0,0,0,0,0,0
185,Saint Kitts and Nevis,15,0,0,0,1,1
186,Saint Lucia,15,0,0,0,15,2
187,Saint Pierre and Miquelon,0,0,0,0,0,0
188,Saint Vincent and Grenadines,13,1,0,0,3,1
189,Saint-Barthélemy,0,0,0,0,0,0
190,Saint-Martin (French part),0,0,0,0,0,0
191,Samoa,0,0,0,0,0,0
192,San Marino,488,12,40,0,62,0
193,Sao Tome and Principe,4,0,0,0,0,0
194,Saudi Arabia,12772,1141,114,5,1812,172
195,Senegal,442,30,6,1,253,11
196,Serbia,6630,0,125,0,870,0
197,Seychelles,11,0,0,0,5,0
198,Sierra Leone,61,11,0,0,6,0
199,Singapore,10141,1016,12,1,896,57
200,Slovakia,1244,45,14,0,284,26
201,Slovenia,1353,9,79,2,205,8
202,Solomon Islands,0,0,0,0,0,0
203,Somalia,286,0,8,0,4,0
204,South Africa,3635,170,65,7,1055,0
205,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
206,South Sudan,4,0,0,0,0,0
207,Spain,208389,4211,21717,435,85915,3401
208,Sri Lanka,330,20,7,0,105,3
209,Sudan,140,33,13,1,12,4
210,Suriname,10,0,1,0,6,0
211,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
212,Swaziland,31,0,1,0,8,0
213,Sweden,16004,682,1937,172,550,0
214,Switzerland,28268,205,1509,31,19900,500
215,Syrian Arab Republic (Syria),42,0,3,0,6,0
216,"Taiwan, Republic of China",426,1,6,0,236,19
217,Tajikistan,0,0,0,0,0,0
218,"Tanzania, United Republic of",284,30,10,0,11,0
219,Thailand,2826,15,49,1,2352,244
220,Timor-Leste,23,0,0,0,1,0
221,Togo,88,2,6,0,56,0
222,Tokelau,0,0,0,0,0,0
223,Tonga,0,0,0,0,0,0
224,Trinidad and Tobago,115,0,8,0,37,9
225,Tunisia,909,25,38,0,190,42
226,Turkey,98674,3083,2376,117,16477,1559
227,Turkmenistan,0,0,0,0,0,0
228,Turks and Caicos Islands,0,0,0,0,0,0
229,Tuvalu,0,0,0,0,0,0
230,US Minor Outlying Islands,0,0,0,0,0,0
231,Uganda,63,2,0,0,45,7
232,Ukraine,6592,467,174,13,424,57
233,United Arab Emirates,8238,483,52,6,1546,103
234,United Kingdom,134638,4466,18151,773,683,45
235,United States of America,838963,22000,46558,1777,77366,2162
236,Uruguay,543,8,12,1,324,11
237,Uzbekistan,1716,38,7,1,450,93
238,Vanuatu,0,0,0,0,0,0
239,Venezuela (Bolivarian Republic),288,3,10,0,122,5
240,Viet Nam,268,0,0,0,223,7
241,"Virgin Islands, US",0,0,0,0,0,0
242,Wallis and Futuna Islands,0,0,0,0,0,0
243,Western Sahara,6,0,0,0,0,0
244,Yemen,1,0,0,0,0,0
245,Zambia,74,4,3,0,35,0
246,Zimbabwe,28,0,4,1,2,0
