,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
137,Martinique,0,0,0,0,0,0
138,Mauritania,7,0,1,0,2,0
139,Mauritius,324,0,9,0,81,16
140,Mayotte,0,0,0,0,0,0
141,Mexico,5847,448,449,43,2125,0
142,"Micronesia, Federated States of",0,0,0,0,0,0
143,Moldova,2154,105,54,8,235,64
144,Monaco,93,0,3,0,12,0
145,Mongolia,31,1,0,0,5,0
146,Montenegro,303,15,4,0,55,0
147,Montserrat,0,0,0,0,0,0
148,Morocco,2283,259,130,3,249,20
149,Mozambique,31,2,0,0,2,0
150,Myanmar,85,11,4,0,2,0
151,Namibia,16,0,0,0,4,1
152,Nauru,0,0,0,0,0,0
153,Nepal,16,0,0,0,2,1
154,Netherlands,29383,1067,3327,182,311,7
155,Netherlands Antilles,0,0,0,0,0,0
156,New Caledonia,0,0,0,0,0,0
157,New Zealand,1401,15,9,0,770,42
158,Nicaragua,9,0,1,0,4,0
159,Niger,584,0,14,0,90,0
160,Nigeria,442,35,13,1,152,24
161,Niue,0,0,0,0,0,0
162,Norfolk Island,0,0,0,0,0,0
163,Northern Mariana Islands,0,0,0,0,0,0
164,Norway,6896,156,152,2,32,0
165,Oman,1019,109,4,0,176,45
166,Pakistan,6919,536,128,17,1645,199
167,Palau,0,0,0,0,0,0
168,Palestinian Territory,374,0,2,0,63,0
169,Panama,3751,177,103,8,75,3
170,Papua New Guinea,7,5,0,0,0,0
171,Paraguay,174,13,8,0,30,7
172,Peru,12491,1016,274,20,6120,3012
173,Philippines,5660,207,362,13,435,82
174,Pitcairn,0,0,0,0,0,0
175,Poland,7918,336,314,28,774,106
176,Portugal,18841,750,629,30,493,110
177,Puerto Rico,0,0,0,0,0,0
178,Qatar,4103,392,7,0,415,9
179,Republic of Kosovo,449,62,11,3,79,13
180,Romania,7707,491,392,20,1357,140
181,Russian Federation,27938,3448,232,34,2304,318
182,Rwanda,138,2,0,0,60,6
183,Réunion,0,0,0,0,0,0
184,Saint Helena,0,0,0,0,0,0
185,Saint Kitts and Nevis,14,0,0,0,0,0
186,Saint Lucia,15,0,0,0,11,0
187,Saint Pierre and Miquelon,0,0,0,0,0,0
188,Saint Vincent and Grenadines,12,0,0,0,1,0
189,Saint-Barthélemy,0,0,0,0,0,0
190,Saint-Martin (French part),0,0,0,0,0,0
191,Samoa,0,0,0,0,0,0
192,San Marino,426,54,38,2,55,2
193,Sao Tome and Principe,4,0,0,0,0,0
194,Saudi Arabia,6380,518,83,4,990,59
195,Senegal,335,21,2,0,194,4
196,Serbia,5318,445,103,4,0,0
197,Seychelles,11,0,0,0,0,0
198,Sierra Leone,15,2,0,0,0,0
199,Singapore,4427,728,10,0,683,31
200,Slovakia,977,114,8,2,167,16
201,Slovenia,1268,20,61,0,174,9
202,Solomon Islands,0,0,0,0,0,0
203,Somalia,80,0,5,0,2,0
204,South Africa,2605,99,48,14,903,493
205,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
206,South Sudan,4,0,0,0,0,0
207,Spain,184948,7304,19315,607,74797,3944
208,Sri Lanka,238,0,7,0,68,5
209,Sudan,32,0,5,0,4,0
210,Suriname,10,0,1,0,6,0
211,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
212,Swaziland,16,1,1,1,8,0
213,Sweden,12540,613,1333,130,550,169
214,Switzerland,26732,396,1281,42,15900,500
215,Syrian Arab Republic (Syria),33,0,2,0,5,0
216,"Taiwan, Republic of China",395,0,6,0,155,31
217,Tajikistan,0,0,0,0,0,0
218,"Tanzania, United Republic of",94,6,4,0,11,0
219,Thailand,2672,29,46,3,1593,96
220,Timor-Leste,18,10,0,0,1,0
221,Togo,81,0,5,2,45,10
222,Tokelau,0,0,0,0,0,0
223,Tonga,0,0,0,0,0,0
224,Trinidad and Tobago,114,0,8,0,20,1
225,Tunisia,822,42,37,2,43,0
226,Turkey,74193,4801,1643,125,7089,1415
227,Turkmenistan,0,0,0,0,0,0
228,Turks and Caicos Islands,0,0,0,0,0,0
229,Tuvalu,0,0,0,0,0,0
230,US Minor Outlying Islands,0,0,0,0,0,0
231,Uganda,55,0,0,0,20,8
232,Ukraine,4161,397,116,8,186,43
233,United Arab Emirates,5825,460,35,2,1095,61
234,United Kingdom,104145,4662,13759,865,375,7
235,United States of America,667293,31451,32905,4591,54703,2607
236,Uruguay,502,10,9,1,286,26
237,Uzbekistan,1349,47,4,0,129,22
238,Vanuatu,0,0,0,0,0,0
239,Venezuela (Bolivarian Republic),204,7,9,0,111,0
240,Viet Nam,268,1,0,0,177,6
241,"Virgin Islands, US",0,0,0,0,0,0
242,Wallis and Futuna Islands,0,0,0,0,0,0
243,Western Sahara,6,0,0,0,0,0
244,Yemen,1,0,0,0,0,0
245,Zambia,48,0,2,0,30,0
246,Zimbabwe,23,0,3,0,1,0
