,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
72,Gambia,3,0,1,0,0,0
73,"Gambia, The",1,0,0,0,0,0
74,Georgia,79,4,0,0,11,1
75,Germany,43938,6615,267,61,5673,2126
76,Ghana,132,39,4,0,1,1
77,Gibraltar,1,0,0,0,1,1
78,Greece,892,71,26,4,36,0
79,Greenland,0,0,0,0,0,0
80,Grenada,7,6,0,0,0,0
81,Guadeloupe,56,3,0,0,0,0
82,Guam,0,0,1,1,0,0
83,Guatemala,25,1,1,0,4,0
84,Guernsey,0,0,0,0,0,0
85,Guinea,4,0,0,0,0,0
86,Guinea-Bissau,0,0,0,0,0,0
87,Guyana,5,0,1,0,0,0
88,Haiti,8,0,0,0,0,0
89,Holy See,4,0,0,0,0,0
90,Honduras,52,16,1,1,0,0
91,Hong Kong,115,1,3,0,59,1
92,Hong Kong SAR,0,0,0,0,0,0
93,Hungary,261,35,10,0,28,7
94,Iceland,802,65,2,0,82,26
95,India,727,70,20,8,45,2
96,Indonesia,893,103,78,20,35,4
97,Iran,29406,2389,2234,157,10457,832
98,Iran (Islamic Republic of),29406,2389,2234,157,10457,832
99,Iraq,382,36,36,7,105,2
100,Ireland,1819,255,19,10,5,0
101,Israel,2693,324,8,3,68,10
102,Italy,80589,6203,8215,712,10361,999
103,Ivory Coast,0,0,0,0,0,0
104,Jamaica,26,0,1,0,2,0
105,Japan,1387,80,47,2,359,49
106,Jersey,0,0,0,0,0,0
107,Jordan,212,40,0,0,1,0
108,Kazakhstan,111,30,1,1,2,2
109,Kenya,31,3,1,1,1,0
110,"Korea, South",9241,104,131,5,4144,414
111,Kosovo,71,69,1,1,0,0
112,Kuwait,208,13,0,0,49,6
113,Kyrgyzstan,44,0,0,0,0,0
114,Laos,6,3,0,0,0,0
115,Latvia,244,23,0,0,1,0
116,Lebanon,368,35,6,0,23,3
117,Liberia,3,0,0,0,0,0
118,Libya,1,0,0,0,0,0
119,Liechtenstein,56,5,0,0,0,0
120,Lithuania,299,25,4,0,1,0
121,Luxembourg,1453,120,9,1,6,0
122,Macao SAR,0,0,0,0,0,0
123,Macau,10,0,0,0,10,0
124,Madagascar,23,4,0,0,0,0
125,Malaysia,2031,235,23,3,215,16
126,Maldives,13,0,0,0,8,0
127,Mali,0,0,0,0,0,0
128,Malta,134,5,0,0,2,0
129,Martinique,37,5,1,0,0,0
130,Mauritania,3,1,0,0,0,0
131,Mauritius,81,33,2,0,0,0
132,Mayotte,11,4,0,0,0,0
133,Mexico,475,70,6,1,4,0
134,Moldova,177,28,1,0,2,0
135,Monaco,33,2,0,0,1,0
136,Mongolia,11,1,0,0,0,0
137,Montenegro,69,17,1,0,0,0
138,Morocco,275,50,11,5,8,1
139,Mozambique,7,2,0,0,0,0
140,Namibia,8,1,0,0,2,0
141,Nepal,3,0,0,0,1,0
142,Netherlands,7468,1030,435,78,6,2
143,New Zealand,283,78,0,0,27,5
144,Nicaragua,2,0,0,0,0,0
145,Niger,10,3,1,0,0,0
146,Nigeria,65,14,1,0,2,0
147,North Ireland,0,0,0,0,0,0
148,North Macedonia,201,24,3,0,3,2
149,Norway,3369,285,14,0,6,0
150,occupied Palestinian territory,0,0,0,0,0,0
151,Oman,109,10,0,0,23,6
152,Others,696,0,6,0,40,0
153,Pakistan,1201,138,9,1,21,0
154,Palestine,22,0,0,0,0,0
155,Panama,558,115,8,0,2,1
156,Papua New Guinea,1,0,0,0,0,0
157,Paraguay,41,4,3,0,0,0
158,Peru,580,100,9,0,14,13
159,Philippines,707,71,45,7,28,2
160,Poland,1221,170,16,2,7,0
161,Portugal,3544,549,60,17,43,21
162,Puerto Rico,0,0,1,1,0,0
163,Qatar,549,12,0,0,43,2
164,Republic of Ireland,0,0,0,0,0,0
165,Republic of Korea,9241,104,131,5,4144,414
166,Republic of Moldova,0,0,0,0,0,0
167,Republic of the Congo,0,0,0,0,0,0
168,Reunion,47,2,0,0,0,0
169,Romania,1029,123,23,6,94,8
170,Russia,840,182,3,0,38,9
171,Russian Federation,840,182,3,0,38,9
172,Rwanda,50,9,0,0,0,0
173,Saint Barthelemy,1,0,0,0,0,0
174,Saint Kitts and Nevis,0,0,0,0,0,0
175,Saint Lucia,3,0,0,0,0,0
176,Saint Martin,0,0,0,0,0,0
177,Saint Vincent and the Grenadines,1,0,0,0,0,0
178,San Marino,208,0,21,0,4,0
179,Saudi Arabia,1012,112,3,1,33,4
180,Senegal,105,6,0,0,9,0
181,Serbia,384,0,1,-3,0,-15
182,Seychelles,7,0,0,0,0,0
183,Singapore,683,52,2,0,172,12
184,Slovakia,226,10,0,0,2,-5
185,Slovenia,562,34,6,1,10,0
186,Somalia,2,1,0,0,0,0
187,South Africa,927,218,0,0,12,0
188,South Korea,9241,104,131,5,4144,414
189,Spain,57786,8271,4365,718,7015,1648
190,Sri Lanka,106,4,0,0,7,4
191,St. Martin,0,0,0,0,0,0
192,Sudan,3,0,1,0,0,0
193,Suriname,8,0,0,0,0,0
194,Sweden,2840,314,77,15,16,0
195,Switzerland,11811,914,191,38,131,0
196,Syria,5,0,0,0,0,0
197,Taipei and environs,0,0,0,0,0,0
198,Taiwan,252,17,2,0,29,0
199,Taiwan*,252,17,2,0,29,0
200,Tanzania,13,1,0,0,0,0
201,Thailand,1045,111,4,0,88,18
202,The Bahamas,0,0,0,0,0,0
203,The Gambia,0,0,0,0,0,0
204,Timor-Leste,1,0,0,0,0,0
205,Togo,23,0,0,0,1,0
206,Trinidad and Tobago,65,5,1,0,0,0
207,Tunisia,197,24,6,1,2,0
208,Turkey,3629,1196,75,16,26,0
209,Uganda,14,0,0,0,0,0
210,UK,382,61,6,2,18,0
211,Ukraine,196,51,5,0,1,0
212,United Arab Emirates,333,0,2,0,52,0
213,United Kingdom,11812,2172,580,114,150,10
214,Uruguay,217,28,0,0,0,0
215,US,83836,18058,1209,267,681,320
216,Uzbekistan,75,15,0,0,0,0
217,Vatican City,1,0,0,0,0,0
218,Venezuela,107,16,0,0,15,0
219,Viet Nam,0,0,0,0,0,0
220,Vietnam,153,12,0,0,20,3
221,West Bank and Gaza,0,0,0,0,0,0
222,Zambia,16,4,0,0,0,0
223,Zimbabwe,3,0,1,0,0,0
