,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
72,French Guiana,18,0,0,0,6,0
73,Gabon,7,0,1,0,0,0
74,Gambia,4,0,1,0,0,0
75,"Gambia, The",1,0,0,0,0,0
76,Georgia,103,12,0,0,20,2
77,Germany,66885,4790,645,112,13500,4289
78,Ghana,152,0,5,0,2,0
79,Gibraltar,1,0,0,0,1,1
80,Greece,1212,56,43,5,52,0
81,Greenland,0,0,0,0,0,0
82,Grenada,9,0,0,0,0,0
83,Guadeloupe,56,3,0,0,0,0
84,Guam,0,0,1,1,0,0
85,Guatemala,36,2,1,0,10,0
86,Guernsey,0,0,0,0,0,0
87,Guinea,22,6,0,0,0,0
88,Guinea-Bissau,8,6,0,0,0,0
89,Guyana,8,0,1,0,0,0
90,Haiti,15,0,0,0,1,0
91,Holy See,6,0,0,0,0,0
92,Honduras,139,29,7,4,3,0
93,Hong Kong,115,1,3,0,59,1
94,Hong Kong SAR,0,0,0,0,0,0
95,Hungary,447,39,15,2,34,0
96,Iceland,1086,66,2,0,157,22
97,India,1251,227,32,5,102,7
98,Indonesia,1414,129,122,8,75,11
99,Iran,41495,3186,2757,117,13911,1520
100,Iran (Islamic Republic of),41495,3186,2757,117,13911,1520
101,Iraq,630,83,46,4,152,9
102,Ireland,2910,295,54,8,5,0
103,Israel,4695,448,16,1,161,29
104,Italy,101739,4050,11591,812,14620,1590
105,Ivory Coast,0,0,0,0,0,0
106,Jamaica,36,4,1,0,2,0
107,Japan,1866,0,54,0,424,0
108,Jersey,0,0,0,0,0,0
109,Jordan,268,9,5,2,26,8
110,Kazakhstan,302,18,1,0,21,1
111,Kenya,50,8,1,0,1,0
112,"Korea, South",9661,78,158,6,5228,195
113,Kosovo,94,0,1,0,1,0
114,Kuwait,266,11,0,0,72,5
115,Kyrgyzstan,94,10,0,0,3,3
116,Laos,8,0,0,0,0,0
117,Latvia,376,29,0,0,1,0
118,Lebanon,446,8,11,1,35,5
119,Liberia,3,0,0,0,0,0
120,Libya,8,0,0,0,0,0
121,Liechtenstein,62,6,0,0,0,0
122,Lithuania,491,31,7,0,7,6
123,Luxembourg,1988,38,22,1,40,0
124,Macao SAR,0,0,0,0,0,0
125,Macau,10,0,0,0,10,0
126,Madagascar,43,4,0,0,0,0
127,Malaysia,2626,156,37,2,479,91
128,Maldives,17,0,0,0,13,0
129,Mali,25,7,2,1,0,0
130,Malta,156,5,0,0,2,0
131,Martinique,37,5,1,0,0,0
132,Mauritania,5,0,1,1,2,0
133,Mauritius,128,21,3,0,0,0
134,Mayotte,11,4,0,0,0,0
135,Mexico,993,145,20,4,35,31
136,Moldova,298,35,2,0,15,13
137,Monaco,49,3,1,0,1,0
138,Mongolia,12,0,0,0,2,2
139,Montenegro,91,6,1,0,0,0
140,Morocco,556,77,33,7,15,2
141,Mozambique,8,0,0,0,0,0
142,MS Zaandam,2,0,0,0,0,0
143,Namibia,11,0,0,0,2,0
144,Nepal,5,0,0,0,1,0
145,Netherlands,11817,887,865,93,253,0
146,New Zealand,589,75,1,0,63,7
147,Nicaragua,4,0,1,0,0,0
148,Niger,27,9,3,2,0,0
149,Nigeria,131,20,2,1,8,5
150,North Ireland,0,0,0,0,0,0
151,North Macedonia,285,26,7,1,12,9
152,Norway,4445,161,32,7,12,5
153,occupied Palestinian territory,0,0,0,0,0,0
154,Oman,179,12,0,0,29,6
155,Others,696,0,6,0,40,0
156,Pakistan,1717,120,21,7,76,47
157,Palestine,22,0,0,0,0,0
158,Panama,989,88,24,7,4,0
159,Papua New Guinea,1,0,0,0,0,0
160,Paraguay,64,5,3,0,1,0
161,Peru,950,98,24,6,53,37
162,Philippines,1546,128,78,7,42,0
163,Poland,2055,193,31,9,7,0
164,Portugal,6408,446,140,21,43,0
165,Puerto Rico,0,0,1,1,0,0
166,Qatar,693,59,1,0,51,3
167,Republic of Ireland,0,0,0,0,0,0
168,Republic of Korea,9661,78,158,6,5228,195
169,Republic of Moldova,0,0,0,0,0,0
170,Republic of the Congo,0,0,0,0,0,0
171,Reunion,47,2,0,0,0,0
172,Romania,2109,294,65,22,209,3
173,Russia,1836,302,9,1,66,2
174,Russian Federation,1836,302,9,1,66,2
175,Rwanda,70,0,0,0,0,0
176,Saint Barthelemy,1,0,0,0,0,0
177,Saint Kitts and Nevis,7,5,0,0,0,0
178,Saint Lucia,9,0,0,0,1,0
179,Saint Martin,0,0,0,0,0,0
180,Saint Vincent and the Grenadines,1,0,0,0,1,0
181,San Marino,230,6,25,3,13,7
182,Saudi Arabia,1453,154,8,0,115,49
183,Senegal,162,20,0,0,27,0
184,Serbia,785,44,16,3,0,0
185,Seychelles,8,0,0,0,0,0
186,Singapore,879,35,3,0,228,16
187,Slovakia,336,22,0,0,7,5
188,Slovenia,756,26,11,0,10,0
189,Somalia,3,0,0,0,0,0
190,South Africa,1326,46,3,1,31,0
191,South Korea,9661,78,158,6,5228,195
192,Spain,87956,7846,7716,913,16780,2071
193,Sri Lanka,122,5,2,1,15,4
194,St. Martin,0,0,0,0,0,0
195,Sudan,6,0,2,1,0,0
196,Suriname,8,0,0,0,0,0
197,Sweden,4028,328,146,36,16,0
198,Switzerland,15922,1093,359,59,1823,228
199,Syria,10,1,2,1,0,0
200,Taipei and environs,0,0,0,0,0,0
201,Taiwan,306,8,5,3,39,9
202,Taiwan*,306,8,5,3,39,9
203,Tanzania,19,5,0,0,1,0
204,Thailand,1524,136,9,2,229,132
205,The Bahamas,0,0,0,0,0,0
206,The Gambia,0,0,0,0,0,0
207,Timor-Leste,1,0,0,0,0,0
208,Togo,30,5,1,0,1,0
209,Trinidad and Tobago,82,4,3,0,1,0
210,Tunisia,312,0,8,0,3,1
211,Turkey,10827,1610,168,37,162,57
212,Uganda,33,0,0,0,0,0
213,Ukraine,548,73,13,3,8,2
214,United Arab Emirates,611,41,5,2,61,3
215,United Kingdom,22453,2673,1411,180,171,20
216,Uruguay,310,6,1,0,0,0
217,US,161807,20921,2978,511,5644,2979
218,Uzbekistan,149,5,2,0,7,0
219,Vatican City,1,0,0,0,0,0
220,Venezuela,135,16,3,1,39,0
221,Viet Nam,203,15,0,0,55,30
222,Vietnam,203,15,0,0,55,30
223,West Bank and Gaza,116,7,1,0,18,0
224,Zambia,35,6,0,0,0,0
225,Zimbabwe,7,0,1,0,0,0
