,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
163,Northern Mariana Islands,0,0,0,0,0,0
164,Norway,7527,28,201,0,32,0
165,Oman,1998,93,10,0,333,4
166,Pakistan,13328,605,281,12,2936,70
167,Palau,0,0,0,0,0,0
168,Panama,5779,241,165,6,338,0
169,Papua New Guinea,8,0,0,0,0,0
170,Paraguay,228,0,9,0,85,0
171,Peru,27517,2186,728,28,8088,291
172,Philippines,7579,285,501,7,862,70
173,Pitcairn,0,0,0,0,0,0
174,Poland,11617,344,535,11,2265,139
175,Portugal,23864,472,903,23,1329,52
176,Puerto Rico,0,0,0,0,0,0
177,Qatar,10287,929,10,0,1012,83
178,Republic of Kosovo,510,0,12,0,93,0
179,Romania,11036,401,619,18,3054,164
180,Russian Federation,80949,6361,747,66,6767,517
181,Rwanda,191,8,0,0,92,4
182,Réunion,0,0,0,0,0,0
183,Saint Helena,0,0,0,0,0,0
184,Saint Kitts and Nevis,15,0,0,0,2,0
185,Saint Lucia,15,0,0,0,15,0
186,Saint Pierre and Miquelon,0,0,0,0,0,0
187,Saint Vincent and Grenadines,14,0,0,0,5,0
188,Saint-Barthélemy,0,0,0,0,0,0
189,Saint-Martin (French part),0,0,0,0,0,0
190,Samoa,0,0,0,0,0,0
191,San Marino,538,25,41,1,64,0
192,Sao Tome and Principe,4,0,0,0,0,0
193,Saudi Arabia,17522,1223,139,3,2357,142
194,Senegal,671,57,9,2,283,7
195,Serbia,6630,0,125,0,870,0
196,Seychelles,11,0,0,0,6,0
197,Sierra Leone,93,11,4,2,10,0
198,Singapore,13624,931,12,0,1060,58
199,Slovakia,1379,6,18,1,394,8
200,Slovenia,1396,8,82,1,221,2
201,Solomon Islands,0,0,0,0,0,0
202,Somalia,436,46,23,5,10,2
203,South Africa,4546,185,87,1,1473,0
204,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
205,South Sudan,6,1,0,0,0,0
206,Spain,226629,2870,23190,288,117727,22019
207,Sri Lanka,523,63,7,0,120,2
208,Sudan,237,24,21,4,20,1
209,Suriname,10,0,1,0,7,0
210,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
211,Swaziland,59,3,1,0,10,0
212,Sweden,18640,463,2194,2,1005,0
213,Switzerland,29061,167,1610,11,21800,500
214,Syrian Arab Republic (Syria),43,1,3,0,14,3
215,"Taiwan, Republic of China",429,0,6,0,281,6
216,Tajikistan,0,0,0,0,0,0
217,"Tanzania, United Republic of",299,0,10,0,48,0
218,Thailand,2922,15,51,0,2594,47
219,Timor-Leste,24,0,0,0,2,0
220,Togo,98,2,6,0,62,0
221,Tokelau,0,0,0,0,0,0
222,Tonga,0,0,0,0,0,0
223,Trinidad and Tobago,115,0,8,0,54,1
224,Tunisia,949,10,38,0,216,9
225,Turkey,110130,2357,2805,99,29140,3558
226,Turkmenistan,0,0,0,0,0,0
227,Turks and Caicos Islands,0,0,0,0,0,0
228,Tuvalu,0,0,0,0,0,0
229,US Minor Outlying Islands,0,0,0,0,0,0
230,Uganda,79,4,0,0,46,0
231,Ukraine,8617,492,209,8,840,58
232,United Arab Emirates,10349,536,76,5,1978,91
233,United Kingdom,154037,4468,20794,413,778,4
234,United States of America,964673,27619,54848,1124,106988,6616
235,Uruguay,606,10,15,1,375,5
236,Uzbekistan,1869,7,8,0,789,82
237,Vanuatu,0,0,0,0,0,0
238,Venezuela (Bolivarian Republic),325,2,10,0,137,5
239,Viet Nam,270,0,0,0,225,0
240,"Virgin Islands, US",0,0,0,0,0,0
241,Wallis and Futuna Islands,0,0,0,0,0,0
242,Western Sahara,6,0,0,0,5,0
243,Yemen,1,0,0,0,1,0
244,Zambia,88,4,3,0,42,5
245,Zimbabwe,31,0,4,0,2,0
