,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
72,France,59929,2166,5398,1355,12548,1493
73,French Guiana,18,0,0,0,6,0
74,Gabon,21,3,1,0,0,0
75,Gambia,4,0,1,0,2,0
76,"Gambia, The",1,0,0,0,0,0
77,Georgia,134,17,0,0,26,3
78,Germany,84794,6813,1107,176,22440,3740
79,Ghana,204,9,5,0,31,0
80,Gibraltar,1,0,0,0,1,1
81,Greece,1544,129,53,2,61,9
82,Greenland,0,0,0,0,0,0
83,Grenada,10,0,0,0,0,0
84,Guadeloupe,56,3,0,0,0,0
85,Guam,0,0,1,1,0,0
86,Guatemala,47,1,1,0,12,0
87,Guernsey,0,0,0,0,0,0
88,Guinea,52,22,0,0,0,0
89,Guinea-Bissau,9,0,0,0,0,0
90,Guyana,19,0,4,1,0,0
91,Haiti,16,0,0,0,1,0
92,Holy See,7,1,0,0,0,0
93,Honduras,219,47,14,4,3,0
94,Hong Kong,115,1,3,0,59,1
95,Hong Kong SAR,0,0,0,0,0,0
96,Hungary,585,60,21,1,42,2
97,Iceland,1319,99,4,2,284,48
98,India,2543,545,72,14,191,43
99,Indonesia,1790,113,170,13,112,9
100,Iran,50468,2875,3160,124,16711,1238
101,Iran (Islamic Republic of),50468,2875,3160,124,16711,1238
102,Iraq,772,44,54,2,202,20
103,Ireland,3849,402,98,13,5,0
104,Israel,6857,765,36,10,338,97
105,Italy,115242,4668,13915,760,18278,1431
106,Ivory Coast,0,0,0,0,0,0
107,Jamaica,47,3,3,0,2,0
108,Japan,2495,111,62,5,472,0
109,Jersey,0,0,0,0,0,0
110,Jordan,299,21,5,0,45,9
111,Kazakhstan,435,55,3,0,27,1
112,Kenya,110,29,3,2,4,1
113,"Korea, South",9976,0,169,0,5828,0
114,Kosovo,125,0,1,0,10,0
115,Kuwait,342,25,0,0,81,1
116,Kyrgyzstan,116,5,0,0,5,2
117,Laos,10,0,0,0,0,0
118,Latvia,458,12,0,0,31,30
119,Lebanon,494,15,16,2,46,3
120,Liberia,6,0,0,0,0,0
121,Libya,11,1,1,1,0,0
122,Liechtenstein,75,3,0,0,0,0
123,Lithuania,649,68,9,1,7,0
124,Luxembourg,2487,168,30,1,80,0
125,Macao SAR,0,0,0,0,0,0
126,Macau,10,0,0,0,10,0
127,Madagascar,59,2,0,0,0,0
128,Malawi,0,0,0,0,0,0
129,Malaysia,3116,208,50,5,767,122
130,Maldives,19,0,0,0,13,0
131,Mali,36,5,3,0,0,0
132,Malta,196,8,0,0,2,0
133,Martinique,37,5,1,0,0,0
134,Mauritania,6,0,1,0,2,0
135,Mauritius,169,8,7,1,0,0
136,Mayotte,11,4,0,0,0,0
137,Mexico,1378,163,37,8,35,0
138,Moldova,505,82,6,1,23,0
139,Monaco,60,5,1,0,2,0
140,Mongolia,14,0,0,0,2,0
141,Montenegro,144,21,2,0,0,0
142,Morocco,708,54,44,5,31,2
143,Mozambique,10,0,0,0,0,0
144,MS Zaandam,9,0,2,0,0,0
145,Namibia,14,0,0,0,3,1
146,Nepal,6,1,0,0,1,0
147,Netherlands,14788,1092,1341,166,260,0
148,New Zealand,797,0,1,0,92,0
149,Nicaragua,5,0,1,0,0,0
150,Niger,98,24,5,0,0,0
151,Nigeria,184,10,2,0,20,11
152,North Ireland,0,0,0,0,0,0
153,North Macedonia,384,30,11,0,17,0
154,Norway,5147,270,50,6,32,19
155,occupied Palestinian territory,0,0,0,0,0,0
156,Oman,231,21,1,0,57,23
157,Others,696,0,6,0,40,0
158,Pakistan,2421,303,34,7,125,31
159,Palestine,22,0,0,0,0,0
160,Panama,1317,0,32,0,9,0
161,Papua New Guinea,1,0,0,0,0,0
162,Paraguay,77,0,3,0,2,0
163,Peru,1414,91,55,17,537,143
164,Philippines,2633,322,107,11,51,1
165,Poland,2946,392,57,14,56,0
166,Portugal,9034,783,209,22,68,25
167,Puerto Rico,0,0,1,1,0,0
168,Qatar,949,114,3,1,72,1
169,Republic of Ireland,0,0,0,0,0,0
170,Republic of Korea,9976,0,169,0,5828,0
171,Republic of Moldova,0,0,0,0,0,0
172,Republic of the Congo,0,0,0,0,0,0
173,Reunion,47,2,0,0,0,0
174,Romania,2738,278,115,23,267,15
175,Russia,3548,771,30,6,235,45
176,Russian Federation,3548,771,30,6,235,45
177,Rwanda,84,2,0,0,0,0
178,Saint Barthelemy,1,0,0,0,0,0
179,Saint Kitts and Nevis,9,1,0,0,0,0
180,Saint Lucia,13,0,0,0,1,0
181,Saint Martin,0,0,0,0,0,0
182,Saint Vincent and the Grenadines,2,0,0,0,1,0
183,San Marino,245,9,30,2,21,8
184,Saudi Arabia,1885,165,21,5,328,64
185,Senegal,195,5,1,0,55,10
186,Serbia,1171,111,31,3,0,0
187,Seychelles,10,0,0,0,0,0
188,Sierra Leone,2,0,0,0,0,0
189,Singapore,1049,49,4,0,266,21
190,Slovakia,426,26,1,0,5,2
191,Slovenia,897,56,17,2,70,60
192,Somalia,5,0,0,0,1,0
193,South Africa,1462,82,5,0,50,0
194,South Korea,9976,0,169,0,5828,0
195,Spain,112065,7947,10348,961,26743,4096
196,Sri Lanka,151,5,4,1,21,0
197,St. Martin,0,0,0,0,0,0
198,Sudan,8,1,2,0,2,0
199,Suriname,10,0,0,0,0,0
200,Sweden,5568,621,308,69,103,0
201,Switzerland,18827,1059,536,48,4013,1046
202,Syria,16,6,2,0,0,0
203,Taipei and environs,0,0,0,0,0,0
204,Taiwan,339,10,5,0,45,6
205,Taiwan*,339,10,5,0,45,6
206,Tanzania,20,0,1,0,2,1
207,Thailand,1875,104,15,3,505,0
208,The Bahamas,0,0,0,0,0,0
209,The Gambia,0,0,0,0,0,0
210,Timor-Leste,1,0,0,0,0,0
211,Togo,39,3,2,0,17,7
212,Trinidad and Tobago,94,4,5,0,1,0
213,Tunisia,455,32,14,2,5,0
214,Turkey,18135,2456,356,79,415,82
215,Uganda,45,1,0,0,0,0
216,Ukraine,897,103,22,2,19,6
217,United Arab Emirates,1024,210,8,0,96,35
218,United Kingdom,34173,4308,2926,569,192,13
219,Uruguay,350,0,4,2,62,0
220,US,243453,28036,5926,810,9001,435
221,Uzbekistan,205,24,2,0,25,13
222,Vatican City,1,0,0,0,0,0
223,Venezuela,146,2,5,2,43,0
224,Viet Nam,233,11,0,0,75,12
225,Vietnam,233,11,0,0,75,12
226,West Bank and Gaza,161,27,1,0,18,0
227,Zambia,39,3,1,1,0,0
228,Zimbabwe,9,1,1,0,0,0
