,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
54,Croatia,1600,66,23,2,373,50
55,Cuba,669,49,18,2,92,15
56,Cyprus,633,17,11,1,65,4
57,Czech Republic,5991,160,138,9,464,53
58,Côte d'Ivoire,574,41,5,1,85,27
59,Denmark,6369,178,273,13,2291,180
60,Djibouti,214,27,2,0,36,0
61,Dominica,16,0,0,0,8,3
62,Dominican Republic,2967,208,173,38,131,23
63,Ecuador,7466,209,333,18,501,90
64,Egypt,2065,126,159,13,589,163
65,El Salvador,125,7,6,0,21,2
66,Equatorial Guinea,21,3,0,0,3,0
67,Eritrea,34,0,0,0,0,0
68,Estonia,1309,5,25,1,98,5
69,Ethiopia,71,2,3,0,10,0
70,Falkland Islands (Malvinas),0,0,0,0,0,0
71,Faroe Islands,0,0,0,0,0,0
72,Fiji,16,0,0,0,0,0
73,Finland,2974,69,56,7,300,0
74,France,133670,2943,14412,561,27469,806
75,French Guiana,0,0,0,0,0,0
76,French Polynesia,0,0,0,0,0,0
77,French Southern Territories,0,0,0,0,0,0
78,Gabon,49,3,1,0,1,0
79,Gambia,9,0,1,0,2,0
80,Georgia,257,15,3,0,67,7
81,Germany,127854,2946,3022,286,60300,2900
82,Ghana,566,158,8,0,4,0
83,Gibraltar,0,0,0,0,0,0
84,Greece,2114,33,98,5,269,0
85,Greenland,0,0,0,0,0,0
86,Grenada,14,0,0,0,0,0
87,Guadeloupe,0,0,0,0,0,0
88,Guam,0,0,0,0,0,0
89,Guatemala,155,18,5,2,19,0
90,Guernsey,0,0,0,0,0,0
91,Guinea,250,0,0,0,17,0
92,Guinea-Bissau,38,0,0,0,0,0
93,Guyana,45,0,6,0,8,0
94,Haiti,33,0,3,1,0,0
95,Heard and Mcdonald Islands,0,0,0,0,0,0
96,Holy See (Vatican City State),8,0,0,0,2,0
97,Honduras,393,1,25,1,7,0
98,"Hong Kong, SAR China",0,0,0,0,0,0
99,Hungary,1410,100,99,14,118,3
100,Iceland,1701,12,8,0,889,48
101,India,9205,759,331,43,1080,111
102,Indonesia,4241,399,373,46,359,73
103,"Iran, Islamic Republic of",71686,1657,4474,117,43894,1947
104,Iraq,1352,34,76,4,640,39
105,Ireland,9655,727,334,14,25,0
106,Isle of Man,0,0,0,0,0,0
107,Israel,11145,402,103,2,1627,286
108,Italy,156363,4092,19899,431,34211,1677
109,Jamaica,69,4,4,0,13,0
110,Japan,6748,743,108,9,762,0
111,Jersey,0,0,0,0,0,0
112,Jordan,389,8,7,0,201,24
113,Kazakhstan,951,86,10,0,99,18
114,Kenya,197,6,8,1,25,1
115,Kiribati,0,0,0,0,0,0
116,Korea (North),0,0,0,0,0,0
117,Korea (South),10512,32,214,3,7368,125
118,Kuwait,1234,80,1,0,142,9
119,Kyrgyzstan,377,38,5,0,54,10
120,Lao PDR,19,1,0,0,0,0
121,Latvia,651,21,5,2,16,0
122,Lebanon,630,11,20,0,80,3
123,Lesotho,0,0,0,0,0,0
124,Liberia,50,2,5,0,3,0
125,Libya,25,1,1,0,9,1
126,Liechtenstein,79,0,1,0,55,0
127,Lithuania,1053,27,23,0,97,43
128,Luxembourg,3281,11,66,4,500,0
129,"Macao, SAR China",0,0,0,0,0,0
130,"Macedonia, Republic of",828,68,34,0,41,0
131,Madagascar,106,4,0,0,20,9
132,Malawi,13,1,2,0,0,0
133,Malaysia,4683,153,76,3,2108,113
134,Maldives,20,1,0,0,14,1
135,Mali,105,18,9,2,22,0
136,Malta,378,8,3,0,44,28
137,Marshall Islands,0,0,0,0,0,0
138,Martinique,0,0,0,0,0,0
139,Mauritania,7,0,1,0,2,0
140,Mauritius,324,5,9,0,42,14
141,Mayotte,0,0,0,0,0,0
142,Mexico,4219,375,273,40,1772,1139
143,"Micronesia, Federated States of",0,0,0,0,0,0
144,Moldova,1662,102,31,1,94,19
145,Monaco,93,1,1,0,6,1
146,Mongolia,16,0,0,0,4,0
147,Montenegro,272,9,3,1,5,0
148,Montserrat,0,0,0,0,0,0
149,Morocco,1661,116,118,7,177,31
150,Mozambique,21,1,0,0,2,0
151,Myanmar,41,3,4,1,2,0
152,Namibia,16,0,0,0,3,0
153,Nauru,0,0,0,0,0,0
154,Nepal,12,3,0,0,1,0
155,Netherlands,25746,1175,2747,94,295,4
156,Netherlands Antilles,0,0,0,0,0,0
157,New Caledonia,0,0,0,0,0,0
158,New Zealand,1330,18,4,0,471,49
159,Nicaragua,9,1,1,0,4,4
160,Niger,529,38,12,1,75,34
161,Nigeria,323,5,10,0,85,15
162,Niue,0,0,0,0,0,0
163,Norfolk Island,0,0,0,0,0,0
164,Northern Mariana Islands,0,0,0,0,0,0
165,Norway,6525,116,128,9,32,0
166,Oman,599,53,4,1,109,0
167,Pakistan,5230,219,91,5,1028,266
168,Palau,0,0,0,0,0,0
169,Palestinian Territory,290,22,2,0,58,1
170,Panama,3234,260,79,5,23,6
171,Papua New Guinea,2,0,0,0,0,0
172,Paraguay,134,1,6,0,22,4
173,Peru,7519,671,193,12,1798,59
174,Philippines,4648,220,297,50,197,40
175,Pitcairn,0,0,0,0,0,0
176,Poland,6674,318,232,24,439,64
177,Portugal,16585,598,504,34,277,11
178,Puerto Rico,0,0,0,0,0,0
179,Qatar,2979,251,7,1,275,28
180,Republic of Kosovo,283,0,7,0,58,0
181,Romania,6300,310,316,25,852,94
182,Russian Federation,15770,2186,130,24,1291,246
183,Rwanda,126,6,0,0,25,7
184,Réunion,0,0,0,0,0,0
185,Saint Helena,0,0,0,0,0,0
186,Saint Kitts and Nevis,12,0,0,0,0,0
187,Saint Lucia,15,0,0,0,4,3
188,Saint Pierre and Miquelon,0,0,0,0,0,0
189,Saint Vincent and Grenadines,12,0,0,0,1,0
190,Saint-Barthélemy,0,0,0,0,0,0
191,Saint-Martin (French part),0,0,0,0,0,0
192,Samoa,0,0,0,0,0,0
193,San Marino,356,0,35,0,53,0
194,Sao Tome and Principe,4,0,0,0,0,0
195,Saudi Arabia,4462,429,59,7,761,41
196,Senegal,280,2,2,0,171,19
197,Serbia,3630,250,80,6,0,0
198,Seychelles,11,0,0,0,0,0
199,Sierra Leone,10,2,0,0,0,0
200,Singapore,2532,233,8,0,560,32
201,Slovakia,742,14,2,0,23,0
202,Slovenia,1205,17,53,3,150,2
203,Solomon Islands,0,0,0,0,0,0
204,Somalia,25,4,1,0,2,1
205,South Africa,2173,145,25,0,410,0
206,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
207,South Sudan,4,0,0,0,0,0
208,Spain,166831,3804,17209,603,62391,3282
209,Sri Lanka,210,12,7,0,56,2
210,Sudan,19,0,2,0,2,0
211,Suriname,10,0,1,0,4,0
212,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
213,Swaziland,14,2,0,0,7,0
214,Sweden,10483,332,899,12,381,0
215,Switzerland,25415,308,1106,70,12700,600
216,Syrian Arab Republic (Syria),25,0,2,0,5,0
217,"Taiwan, Republic of China",388,3,6,0,109,10
218,Tajikistan,0,0,0,0,0,0
219,"Tanzania, United Republic of",32,0,3,0,5,0
220,Thailand,2551,33,38,3,1218,83
221,Timor-Leste,2,0,0,0,1,0
222,Togo,76,0,3,0,29,4
223,Tokelau,0,0,0,0,0,0
224,Tonga,0,0,0,0,0,0
225,Trinidad and Tobago,113,1,8,0,16,4
226,Tunisia,707,22,31,3,43,0
227,Turkey,56956,4789,1198,97,3446,481
228,Turkmenistan,0,0,0,0,0,0
229,Turks and Caicos Islands,0,0,0,0,0,0
230,Tuvalu,0,0,0,0,0,0
231,US Minor Outlying Islands,0,0,0,0,0,0
232,Uganda,54,1,0,0,4,0
233,Ukraine,2777,266,83,10,89,10
234,United Arab Emirates,4123,387,22,2,680,92
235,United Kingdom,85206,5332,10629,737,626,4
236,United States of America,555304,28913,22014,1557,32988,1718
237,Uzbekistan,865,98,4,0,66,24
238,Vanuatu,0,0,0,0,0,0
239,Venezuela (Bolivarian Republic),181,6,9,0,93,0
240,Viet Nam,262,4,0,0,144,0
241,"Virgin Islands, US",0,0,0,0,0,0
242,Wallis and Futuna Islands,0,0,0,0,0,0
243,Western Sahara,6,2,0,0,0,0
244,Yemen,1,0,0,0,0,0
245,Zambia,43,3,2,0,30,2
246,Zimbabwe,14,0,3,0,0,0
