,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
99,Hungary,2443,0,262,0,458,0
100,Iceland,1790,1,10,0,1570,28
101,India,26283,1753,825,45,5939,441
102,Indonesia,8607,396,720,31,1042,40
103,"Iran, Islamic Republic of",89328,1134,5650,76,68193,1594
104,Iraq,1763,55,86,0,1224,20
105,Ireland,18561,377,1063,49,9233,0
106,Isle of Man,0,0,0,0,0,0
107,Israel,15298,240,199,5,6435,432
108,Italy,195351,2357,26384,415,63120,2622
109,Jamaica,305,17,7,0,28,0
110,Japan,13231,402,360,15,1656,126
111,Jersey,0,0,0,0,0,0
112,Jordan,444,3,7,0,332,6
113,Kazakhstan,2601,119,25,0,646,42
114,Kenya,343,7,14,0,98,4
115,Kiribati,0,0,0,0,0,0
116,Korea (North),0,0,0,0,0,0
117,Korea (South),10728,10,242,2,8717,82
118,Kuwait,2892,278,19,4,656,43
119,Kyrgyzstan,665,0,8,0,345,0
120,Lao PDR,19,0,0,0,7,3
121,Latvia,804,20,12,0,267,0
122,Lebanon,704,8,24,2,143,3
123,Lesotho,0,0,0,0,0,0
124,Liberia,120,3,11,3,25,0
125,Libya,61,0,2,0,18,0
126,Liechtenstein,81,0,1,0,55,0
127,Lithuania,1426,16,41,1,460,30
128,Luxembourg,3711,16,85,0,3088,81
129,"Macao, SAR China",0,0,0,0,0,0
130,"Macedonia, Republic of",1367,41,59,2,374,37
131,Madagascar,123,1,0,0,62,1
132,Malawi,33,0,3,0,4,0
133,Malaysia,5742,51,98,2,3762,99
134,Maldives,177,48,0,0,17,1
135,Mali,370,45,21,0,91,4
136,Malta,448,1,4,1,249,26
137,Marshall Islands,0,0,0,0,0,0
138,Martinique,0,0,0,0,0,0
139,Mauritania,7,0,1,0,6,0
140,Mauritius,331,0,9,0,295,10
141,Mayotte,0,0,0,0,0,0
142,Mexico,13842,2209,1305,236,7149,4522
143,"Micronesia, Federated States of",0,0,0,0,0,0
144,Moldova,3304,194,94,10,825,70
145,Monaco,94,0,4,0,42,1
146,Mongolia,37,0,0,0,9,0
147,Montenegro,320,1,6,0,153,30
148,Montserrat,0,0,0,0,0,0
149,Morocco,3897,139,159,1,537,51
150,Mozambique,70,5,0,0,12,0
151,Myanmar,146,2,5,0,10,1
152,Namibia,16,0,0,0,7,0
153,Nauru,0,0,0,0,0,0
154,Nepal,49,0,0,0,12,1
155,Netherlands,37384,655,4424,120,102,0
156,Netherlands Antilles,0,0,0,0,0,0
157,New Caledonia,0,0,0,0,0,0
158,New Zealand,1470,9,18,0,1142,24
159,Nicaragua,12,1,3,0,7,0
160,Niger,684,3,27,3,325,36
161,Nigeria,1182,87,35,3,222,14
162,Niue,0,0,0,0,0,0
163,Norfolk Island,0,0,0,0,0,0
164,Northern Mariana Islands,0,0,0,0,0,0
165,Norway,7499,36,201,2,32,0
166,Oman,1905,115,10,0,329,4
167,Pakistan,12723,783,269,16,2866,111
168,Palau,0,0,0,0,0,0
169,Panama,5538,200,159,5,338,19
170,Papua New Guinea,8,0,0,0,0,0
171,Paraguay,228,5,9,0,85,7
172,Peru,25331,3683,700,66,7797,301
173,Philippines,7294,102,494,17,792,30
174,Pitcairn,0,0,0,0,0,0
175,Poland,11273,381,524,30,2126,182
176,Portugal,23392,595,880,26,1277,49
177,Puerto Rico,0,0,0,0,0,0
178,Qatar,9358,833,10,0,929,120
179,Republic of Kosovo,510,0,12,0,93,0
180,Romania,10635,218,601,34,2890,73
181,Russian Federation,74588,5966,681,66,6250,682
182,Rwanda,183,7,0,0,88,1
183,Réunion,0,0,0,0,0,0
184,Saint Helena,0,0,0,0,0,0
185,Saint Kitts and Nevis,15,0,0,0,2,0
186,Saint Lucia,15,0,0,0,15,0
187,Saint Pierre and Miquelon,0,0,0,0,0,0
188,Saint Vincent and Grenadines,14,0,0,0,5,0
189,Saint-Barthélemy,0,0,0,0,0,0
190,Saint-Martin (French part),0,0,0,0,0,0
191,Samoa,0,0,0,0,0,0
192,San Marino,513,0,40,0,64,0
193,Sao Tome and Principe,4,0,0,0,0,0
194,Saudi Arabia,16299,1197,136,9,2215,166
195,Senegal,614,69,7,0,276,14
196,Serbia,6630,0,125,0,870,0
197,Seychelles,11,0,0,0,6,0
198,Sierra Leone,82,0,2,0,10,0
199,Singapore,12693,618,12,0,1002,46
200,Slovakia,1373,13,17,0,386,31
201,Slovenia,1388,15,81,1,219,8
202,Solomon Islands,0,0,0,0,0,0
203,Somalia,390,62,18,2,8,0
204,South Africa,4361,141,86,7,1473,0
205,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
206,South Sudan,5,0,0,0,0,0
207,Spain,223759,3995,22902,378,95708,3353
208,Sri Lanka,460,40,7,0,118,9
209,Sudan,213,39,17,1,19,5
210,Suriname,10,0,1,0,7,0
211,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
212,Swaziland,56,20,1,0,10,0
213,Sweden,18177,610,2192,40,1005,0
214,Switzerland,28894,217,1599,10,21300,300
215,Syrian Arab Republic (Syria),42,0,3,0,11,5
216,"Taiwan, Republic of China",429,1,6,0,275,11
217,Tajikistan,0,0,0,0,0,0
218,"Tanzania, United Republic of",299,0,10,0,48,0
219,Thailand,2907,0,51,0,2547,0
220,Timor-Leste,24,0,0,0,2,0
221,Togo,96,6,6,0,62,3
222,Tokelau,0,0,0,0,0,0
223,Tonga,0,0,0,0,0,0
224,Trinidad and Tobago,115,0,8,0,53,5
225,Tunisia,939,17,38,0,207,13
226,Turkey,107773,2861,2706,106,25582,3845
227,Turkmenistan,0,0,0,0,0,0
228,Turks and Caicos Islands,0,0,0,0,0,0
229,Tuvalu,0,0,0,0,0,0
230,US Minor Outlying Islands,0,0,0,0,0,0
231,Uganda,75,0,0,0,46,0
232,Ukraine,8125,0,201,0,782,0
233,United Arab Emirates,9813,532,71,7,1887,127
234,United Kingdom,149569,4929,20381,814,774,50
235,United States of America,937054,32737,53724,1803,100372,1293
236,Uruguay,596,33,14,2,370,1
237,Uzbekistan,1862,58,8,0,707,86
238,Vanuatu,0,0,0,0,0,0
239,Venezuela (Bolivarian Republic),323,5,10,0,132,0
240,Viet Nam,270,0,0,0,225,5
241,"Virgin Islands, US",0,0,0,0,0,0
242,Wallis and Futuna Islands,0,0,0,0,0,0
243,Western Sahara,6,0,0,0,5,0
244,Yemen,1,0,0,0,1,0
245,Zambia,84,0,3,0,37,0
246,Zimbabwe,31,2,4,0,2,0
