,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
187,Saint Lucia,15,0,0,0,11,0
188,Saint Pierre and Miquelon,0,0,0,0,0,0
189,Saint Vincent and Grenadines,12,0,0,0,1,0
190,Saint-Barthélemy,0,0,0,0,0,0
191,Saint-Martin (French part),0,0,0,0,0,0
192,Samoa,0,0,0,0,0,0
193,San Marino,461,6,39,0,60,0
194,Sao Tome and Principe,4,0,0,0,0,0
195,Saudi Arabia,9362,1088,97,5,1398,69
196,Senegal,367,17,3,0,220,9
197,Serbia,6318,324,122,5,753,116
198,Seychelles,11,0,0,0,5,0
199,Sierra Leone,35,5,0,0,6,6
200,Singapore,6588,596,11,0,768,28
201,Slovakia,1161,72,12,1,229,16
202,Slovenia,1330,13,74,4,192,2
203,Solomon Islands,0,0,0,0,0,0
204,Somalia,164,29,7,0,3,1
205,South Africa,3158,124,54,2,903,0
206,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
207,South Sudan,4,0,0,0,0,0
208,Spain,198674,6948,20453,410,77357,2560
209,Sri Lanka,271,17,7,0,96,10
210,Sudan,66,0,10,0,6,0
211,Suriname,10,0,1,0,6,0
212,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
213,Swaziland,22,0,1,0,8,0
214,Sweden,14385,563,1540,29,550,0
215,Switzerland,27740,336,1393,25,17800,700
216,Syrian Arab Republic (Syria),39,1,3,1,5,0
217,"Taiwan, Republic of China",420,22,6,0,189,11
218,Tajikistan,0,0,0,0,0,0
219,"Tanzania, United Republic of",170,23,7,2,11,0
220,Thailand,2765,32,47,0,1928,141
221,Timor-Leste,19,1,0,0,1,0
222,Togo,84,0,5,0,52,3
223,Tokelau,0,0,0,0,0,0
224,Tonga,0,0,0,0,0,0
225,Trinidad and Tobago,114,0,8,0,21,0
226,Tunisia,879,15,38,1,43,0
227,Turkey,86306,3977,2017,127,11976,1523
228,Turkmenistan,0,0,0,0,0,0
229,Turks and Caicos Islands,0,0,0,0,0,0
230,Tuvalu,0,0,0,0,0,0
231,US Minor Outlying Islands,0,0,0,0,0,0
232,Uganda,55,0,0,0,28,6
233,Ukraine,5449,343,141,8,347,72
234,United Arab Emirates,6781,479,41,4,1286,98
235,United Kingdom,121172,5858,16095,597,436,22
236,United States of America,758479,26877,40644,1997,70337,5497
237,Uruguay,517,9,10,1,298,4
238,Uzbekistan,1565,75,5,0,225,31
239,Vanuatu,0,0,0,0,0,0
240,Venezuela (Bolivarian Republic),256,29,9,0,117,4
241,Viet Nam,268,0,0,0,202,1
242,"Virgin Islands, US",0,0,0,0,0,0
243,Wallis and Futuna Islands,0,0,0,0,0,0
244,Western Sahara,6,0,0,0,0,0
245,Yemen,1,0,0,0,0,0
246,Zambia,61,4,3,1,33,0
247,Zimbabwe,25,0,3,0,2,0
