,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
72,France,93773,2925,8093,519,16349,777
73,French Guiana,0,0,0,0,0,0
74,French Polynesia,0,0,0,0,0,0
75,French Southern Territories,0,0,0,0,0,0
76,Gabon,21,0,1,0,1,0
77,Gambia,4,0,1,0,2,0
78,Georgia,174,12,2,1,36,0
79,Germany,100123,4031,1584,140,28700,2300
80,Ghana,214,9,5,0,31,0
81,Gibraltar,0,0,0,0,0,0
82,Greece,1735,62,73,5,78,0
83,Greenland,0,0,0,0,0,0
84,Grenada,12,0,0,0,0,0
85,Guadeloupe,0,0,0,0,0,0
86,Guam,0,0,0,0,0,0
87,Guatemala,61,0,2,0,15,0
88,Guernsey,0,0,0,0,0,0
89,Guinea,121,10,0,0,5,0
90,Guinea-Bissau,18,0,0,0,0,0
91,Guyana,24,1,4,0,0,0
92,Haiti,21,1,1,1,1,0
93,Heard and Mcdonald Islands,0,0,0,0,0,0
94,Holy See (Vatican City State),7,0,0,0,0,0
95,Honduras,268,4,22,7,6,3
96,"Hong Kong, SAR China",0,0,0,0,0,0
97,Hungary,733,55,34,2,66,8
98,Iceland,1486,69,4,0,428,32
99,India,3588,506,99,13,229,0
100,Indonesia,2273,181,198,7,164,14
101,"Iran, Islamic Republic of",58226,2483,3603,151,19736,0
102,Iraq,961,83,61,5,279,20
103,Ireland,4994,390,158,21,25,0
104,Isle of Man,0,0,0,0,0,0
105,Israel,8430,579,49,5,477,50
106,Italy,128948,4316,15887,525,21815,819
107,Jamaica,58,5,3,0,8,1
108,Japan,3139,0,77,0,514,0
109,Jersey,0,0,0,0,0,0
110,Jordan,345,22,5,0,110,36
111,Kazakhstan,584,53,6,1,42,6
112,Kenya,142,16,4,0,4,0
113,Kiribati,0,0,0,0,0,0
114,Korea (North),0,0,0,0,0,0
115,Korea (South),10237,81,183,6,6463,138
116,Kuwait,556,77,1,0,99,6
117,Kyrgyzstan,147,3,1,0,9,0
118,Lao PDR,11,1,0,0,0,0
119,Latvia,533,24,1,0,1,0
120,Lebanon,527,7,18,1,54,0
121,Lesotho,0,0,0,0,0,0
122,Liberia,13,3,3,2,3,0
123,Libya,18,0,1,0,0,0
124,Liechtenstein,77,0,1,0,0,0
125,Lithuania,811,40,13,2,7,0
126,Luxembourg,2804,75,36,5,500,0
127,"Macao, SAR China",0,0,0,0,0,0
128,"Macedonia, Republic of",555,72,18,1,23,3
129,Madagascar,72,2,0,0,2,2
130,Malawi,4,0,0,0,0,0
131,Malaysia,3662,179,61,4,1005,90
132,Maldives,19,0,0,0,13,0
133,Mali,45,4,5,2,1,0
134,Malta,227,14,0,0,5,3
135,Marshall Islands,0,0,0,0,0,0
136,Martinique,0,0,0,0,0,0
137,Mauritania,6,0,1,0,2,0
138,Mauritius,227,31,7,0,7,0
139,Mayotte,0,0,0,0,0,0
140,Mexico,1890,202,79,19,633,0
141,"Micronesia, Federated States of",0,0,0,0,0,0
142,Moldova,864,112,15,3,30,1
143,Monaco,73,7,1,0,3,0
144,Mongolia,14,0,0,0,2,0
145,Montenegro,214,13,2,0,1,0
146,Montserrat,0,0,0,0,0,0
147,Morocco,1021,102,70,11,76,10
148,Mozambique,10,0,0,0,1,0
149,Myanmar,21,0,1,0,0,0
150,Namibia,16,2,0,0,3,0
151,Nauru,0,0,0,0,0,0
152,Nepal,9,0,0,0,1,0
153,Netherlands Antilles,0,0,0,0,0,0
154,New Caledonia,0,0,0,0,0,0
155,New Zealand,1039,89,1,0,156,29
156,Nicaragua,6,1,1,0,0,0
157,Niger,184,40,10,2,13,13
158,Nigeria,232,18,5,1,33,8
159,Niue,0,0,0,0,0,0
160,Norfolk Island,0,0,0,0,0,0
161,Northern Mariana Islands,0,0,0,0,0,0
162,Norway,5687,137,71,9,32,0
163,Oman,298,21,2,0,61,0
164,Pakistan,3157,339,47,6,211,80
165,Palau,0,0,0,0,0,0
166,Palestinian Territory,237,20,1,0,25,4
167,Panama,1801,128,46,5,13,0
168,Papua New Guinea,1,0,0,0,0,0
169,Paraguay,104,8,3,0,12,0
170,Peru,2281,535,83,10,989,75
171,Philippines,3246,152,152,8,64,7
172,Pitcairn,0,0,0,0,0,0
173,Poland,4102,475,94,15,134,18
174,Portugal,11278,754,295,29,75,0
175,Puerto Rico,0,0,0,0,0,0
176,Qatar,1604,279,4,1,123,14
177,Republic of Kosovo,145,10,1,0,23,7
178,Romania,3864,251,151,5,374,45
179,Russian Federation,5389,658,45,2,355,22
180,Rwanda,104,2,0,0,4,4
181,Réunion,0,0,0,0,0,0
182,Saint Helena,0,0,0,0,0,0
183,Saint Kitts and Nevis,10,1,0,0,0,0
184,Saint Lucia,14,0,0,0,1,0
185,Saint Pierre and Miquelon,0,0,0,0,0,0
186,Saint Vincent and Grenadines,7,0,0,0,1,0
187,Saint-Barthélemy,0,0,0,0,0,0
188,Saint-Martin (French part),0,0,0,0,0,0
189,Samoa,0,0,0,0,0,0
190,San Marino,266,7,32,0,35,8
191,Sao Tome and Principe,0,0,0,0,0,0
192,Saudi Arabia,2402,223,34,5,488,68
193,Senegal,222,3,2,0,82,10
194,Serbia,1908,284,51,7,0,0
195,Seychelles,10,0,0,0,0,0
196,Sierra Leone,6,2,0,0,0,0
197,Singapore,1309,120,6,0,320,23
198,Slovakia,485,14,1,0,10,0
199,Slovenia,997,20,28,6,79,0
200,Solomon Islands,0,0,0,0,0,0
201,Somalia,7,0,0,0,1,0
202,South Africa,1655,70,11,2,95,0
203,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
204,South Sudan,0,0,0,0,0,0
205,Spain,131646,5478,12641,694,38080,3861
206,Sri Lanka,176,10,5,0,33,6
207,Sudan,12,2,2,0,2,0
208,Suriname,10,0,1,0,0,0
209,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
210,Swaziland,9,0,0,0,0,0
211,Sweden,6830,387,401,28,205,0
212,Switzerland,21100,595,715,49,6415,0
213,Syrian Arab Republic (Syria),19,3,2,0,2,0
214,"Taiwan, Republic of China",363,8,5,0,50,0
215,Tajikistan,0,0,0,0,0,0
216,"Tanzania, United Republic of",22,2,1,0,3,0
217,Thailand,2169,102,23,3,793,119
218,Timor-Leste,1,0,0,0,0,0
219,Togo,44,3,3,0,20,3
220,Tokelau,0,0,0,0,0,0
221,Tonga,0,0,0,0,0,0
222,Trinidad and Tobago,104,1,7,1,1,0
223,Tunisia,574,21,22,4,5,0
224,Turkey,27069,3135,574,73,1042,256
225,Turkmenistan,0,0,0,0,0,0
226,Turks and Caicos Islands,0,0,0,0,0,0
227,Tuvalu,0,0,0,0,0,0
228,US Minor Outlying Islands,0,0,0,0,0,0
229,Uganda,52,4,0,0,0,0
230,Ukraine,1308,83,37,5,28,3
231,United Arab Emirates,1799,294,10,0,144,19
232,United Kingdom,48436,5959,4943,623,229,14
233,United States of America,337065,61483,9619,2532,17448,17448
234,Uruguay,400,0,5,0,93,0
235,Uzbekistan,342,76,2,0,30,5
236,Vanuatu,0,0,0,0,0,0
237,Venezuela (Bolivarian Republic),159,4,7,0,52,0
238,Viet Nam,241,1,0,0,90,0
239,"Virgin Islands, US",0,0,0,0,0,0
240,Wallis and Futuna Islands,0,0,0,0,0,0
241,Western Sahara,0,0,0,0,0,0
242,Yemen,0,0,0,0,0,0
243,Zambia,39,0,1,0,3,1
244,Zimbabwe,9,0,1,0,0,0
