,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
72,France,52827,7657,3532,502,9513,1549
73,French Guiana,18,0,0,0,6,0
74,Gabon,16,9,1,0,0,0
75,Gambia,4,0,1,0,0,0
76,"Gambia, The",1,0,0,0,0,0
77,Georgia,110,7,0,0,21,1
78,Germany,71808,4923,775,130,16100,2600
79,Ghana,161,9,5,0,31,29
80,Gibraltar,1,0,0,0,1,1
81,Greece,1314,102,49,6,52,0
82,Greenland,0,0,0,0,0,0
83,Grenada,9,0,0,0,0,0
84,Guadeloupe,56,3,0,0,0,0
85,Guam,0,0,1,1,0,0
86,Guatemala,38,2,1,0,12,2
87,Guernsey,0,0,0,0,0,0
88,Guinea,22,0,0,0,0,0
89,Guinea-Bissau,8,0,0,0,0,0
90,Guyana,12,4,2,1,0,0
91,Haiti,15,0,0,0,1,0
92,Holy See,6,0,0,0,0,0
93,Honduras,141,2,7,0,3,0
94,Hong Kong,115,1,3,0,59,1
95,Hong Kong SAR,0,0,0,0,0,0
96,Hungary,492,45,16,1,37,3
97,Iceland,1135,49,2,0,198,41
98,India,1397,146,35,3,123,21
99,Indonesia,1528,114,136,14,81,6
100,Iran,44605,3110,2898,141,14656,745
101,Iran (Islamic Republic of),44605,3110,2898,141,14656,745
102,Iraq,694,64,50,4,170,18
103,Ireland,3235,325,71,17,5,0
104,Israel,5358,663,20,4,224,63
105,Italy,105792,4053,12428,837,15729,1109
106,Ivory Coast,0,0,0,0,0,0
107,Jamaica,36,0,1,0,2,0
108,Japan,1953,87,56,2,424,0
109,Jersey,0,0,0,0,0,0
110,Jordan,274,6,5,0,30,4
111,Kazakhstan,343,41,2,1,24,3
112,Kenya,59,9,1,0,1,0
113,"Korea, South",9786,125,162,4,5408,180
114,Kosovo,112,18,1,0,6,5
115,Kuwait,289,23,0,0,73,1
116,Kyrgyzstan,107,13,0,0,3,0
117,Laos,9,1,0,0,0,0
118,Latvia,398,22,0,0,1,0
119,Lebanon,470,24,12,1,37,2
120,Liberia,3,0,0,0,0,0
121,Libya,10,2,0,0,1,1
122,Liechtenstein,68,6,0,0,0,0
123,Lithuania,537,46,8,1,7,0
124,Luxembourg,2178,190,23,1,80,40
125,Macao SAR,0,0,0,0,0,0
126,Macau,10,0,0,0,10,0
127,Madagascar,57,14,0,0,0,0
128,Malaysia,2766,140,43,6,537,58
129,Maldives,18,1,0,0,13,0
130,Mali,28,3,2,0,0,0
131,Malta,169,13,0,0,2,0
132,Martinique,37,5,1,0,0,0
133,Mauritania,6,1,1,0,2,0
134,Mauritius,143,15,5,2,0,0
135,Mayotte,11,4,0,0,0,0
136,Mexico,1094,101,28,8,35,0
137,Moldova,353,55,4,2,18,3
138,Monaco,52,3,1,0,2,1
139,Mongolia,12,0,0,0,2,0
140,Montenegro,109,18,2,1,0,0
141,Morocco,617,61,36,3,24,9
142,Mozambique,8,0,0,0,0,0
143,MS Zaandam,2,0,0,0,0,0
144,Namibia,11,0,0,0,2,0
145,Nepal,5,0,0,0,1,0
146,Netherlands,12667,850,1040,175,253,0
147,New Zealand,647,58,1,0,74,11
148,Nicaragua,5,1,1,0,0,0
149,Niger,27,0,3,0,0,0
150,Nigeria,135,4,2,0,8,0
151,North Ireland,0,0,0,0,0,0
152,North Macedonia,329,44,9,2,12,0
153,Norway,4641,196,39,7,13,1
154,occupied Palestinian territory,0,0,0,0,0,0
155,Oman,192,13,1,1,34,5
156,Others,696,0,6,0,40,0
157,Pakistan,1938,221,26,5,76,0
158,Palestine,22,0,0,0,0,0
159,Panama,1181,192,30,6,9,5
160,Papua New Guinea,1,0,0,0,0,0
161,Paraguay,65,1,3,0,1,0
162,Peru,1065,115,30,6,394,341
163,Philippines,2084,538,88,10,49,7
164,Poland,2311,256,33,2,7,0
165,Portugal,7443,1035,160,20,43,0
166,Puerto Rico,0,0,1,1,0,0
167,Qatar,781,88,2,1,62,11
168,Republic of Ireland,0,0,0,0,0,0
169,Republic of Korea,9786,125,162,4,5408,180
170,Republic of Moldova,0,0,0,0,0,0
171,Republic of the Congo,0,0,0,0,0,0
172,Reunion,47,2,0,0,0,0
173,Romania,2245,136,82,17,220,11
174,Russia,2337,501,17,8,121,55
175,Russian Federation,2337,501,17,8,121,55
176,Rwanda,75,5,0,0,0,0
177,Saint Barthelemy,1,0,0,0,0,0
178,Saint Kitts and Nevis,8,1,0,0,0,0
179,Saint Lucia,13,4,0,0,1,0
180,Saint Martin,0,0,0,0,0,0
181,Saint Vincent and the Grenadines,1,0,0,0,1,0
182,San Marino,236,6,26,1,13,0
183,Saudi Arabia,1563,110,10,2,165,50
184,Senegal,175,13,0,0,40,13
185,Serbia,900,115,16,0,0,0
186,Seychelles,10,2,0,0,0,0
187,Sierra Leone,0,0,0,0,0,0
188,Singapore,926,47,3,0,240,12
189,Slovakia,363,27,0,0,3,-4
190,Slovenia,802,46,15,4,10,0
191,Somalia,5,2,0,0,1,1
192,South Africa,1353,27,5,2,31,0
193,South Korea,9786,125,162,4,5408,180
194,Spain,95923,7967,8464,748,19259,2479
195,Sri Lanka,143,21,2,0,17,2
196,St. Martin,0,0,0,0,0,0
197,Sudan,7,1,2,0,1,1
198,Suriname,9,1,0,0,0,0
199,Sweden,4435,407,180,34,16,0
200,Switzerland,16605,683,433,74,1823,0
201,Syria,10,0,2,0,0,0
202,Taipei and environs,0,0,0,0,0,0
203,Taiwan,322,16,5,0,39,0
204,Taiwan*,322,16,5,0,39,0
205,Tanzania,19,0,1,1,1,0
206,Thailand,1651,127,10,1,342,113
207,The Bahamas,0,0,0,0,0,0
208,The Gambia,0,0,0,0,0,0
209,Timor-Leste,1,0,0,0,0,0
210,Togo,34,4,1,0,10,9
211,Trinidad and Tobago,87,5,3,0,1,0
212,Tunisia,394,82,10,2,3,0
213,Turkey,13531,2704,214,46,243,81
214,Uganda,44,11,0,0,0,0
215,Ukraine,645,97,17,4,10,2
216,United Arab Emirates,664,53,6,1,61,0
217,United Kingdom,25481,3028,1793,382,179,8
218,Uruguay,338,28,1,0,41,41
219,US,188172,26365,3873,895,7024,1380
220,Uzbekistan,172,23,2,0,7,0
221,Vatican City,1,0,0,0,0,0
222,Venezuela,135,0,3,0,39,0
223,Viet Nam,212,9,0,0,58,3
224,Vietnam,212,9,0,0,58,3
225,West Bank and Gaza,119,3,1,0,18,0
226,Zambia,35,0,0,0,0,0
227,Zimbabwe,8,1,1,0,0,0
