,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
73,Finland,4014,146,141,43,2000,0
74,France,159297,2817,20829,537,39819,1783
75,French Guiana,0,0,0,0,0,0
76,French Polynesia,0,0,0,0,0,0
77,French Southern Territories,0,0,0,0,0,0
78,Gabon,156,36,1,0,16,9
79,Gambia,10,0,1,0,2,0
80,Georgia,408,6,4,0,97,2
81,Germany,148291,1226,5033,171,95200,3700
82,Ghana,1042,0,9,0,99,0
83,Gibraltar,0,0,0,0,0,0
84,Greece,2401,156,121,5,577,308
85,Greenland,0,0,0,0,0,0
86,Grenada,14,0,0,0,6,0
87,Guadeloupe,0,0,0,0,0,0
88,Guam,0,0,0,0,0,0
89,Guatemala,294,5,7,0,24,3
90,Guernsey,0,0,0,0,0,0
91,Guinea,688,66,6,1,127,5
92,Guinea-Bissau,50,0,0,0,3,0
93,Guyana,66,1,7,0,9,0
94,Haiti,57,0,3,0,0,0
95,Heard and Mcdonald Islands,0,0,0,0,0,0
96,Holy See (Vatican City State),9,0,0,0,2,0
97,Honduras,494,17,46,0,29,4
98,"Hong Kong, SAR China",0,0,0,0,0,0
99,Hungary,2098,114,213,14,287,20
100,Iceland,1778,5,10,0,1417,55
101,India,20080,1541,645,53,3975,702
102,Indonesia,7135,375,616,26,842,95
103,"Iran, Islamic Republic of",84802,1297,5297,88,60965,1692
104,Iraq,1602,28,83,1,1096,53
105,Ireland,16040,388,730,43,9233,9156
106,Isle of Man,0,0,0,0,0,0
107,Israel,13942,229,184,7,4507,458
108,Italy,183957,2729,24648,534,51600,2723
109,Jamaica,223,0,6,1,27,0
110,Japan,11135,338,263,27,1239,80
111,Jersey,0,0,0,0,0,0
112,Jordan,428,3,7,0,297,15
113,Kazakhstan,1995,143,19,0,489,42
114,Kenya,296,15,14,0,74,5
115,Kiribati,0,0,0,0,0,0
116,Korea (North),0,0,0,0,0,0
117,Korea (South),10683,9,237,1,8213,99
118,Kuwait,2080,85,11,2,412,45
119,Kyrgyzstan,590,22,7,0,216,15
120,Lao PDR,19,0,0,0,2,0
121,Latvia,748,9,9,4,133,45
122,Lebanon,677,0,21,0,108,5
123,Lesotho,0,0,0,0,0,0
124,Liberia,101,2,8,0,7,0
125,Libya,51,0,1,0,15,0
126,Liechtenstein,81,0,1,0,55,0
127,Lithuania,1350,24,38,1,298,56
128,Luxembourg,3618,60,78,3,670,33
129,"Macao, SAR China",0,0,0,0,0,0
130,"Macedonia, Republic of",1231,6,55,1,224,24
131,Madagascar,121,0,0,0,44,3
132,Malawi,18,1,2,0,3,0
133,Malaysia,5482,57,92,3,3349,54
134,Maldives,83,14,0,0,16,0
135,Mali,258,12,14,0,57,1
136,Malta,443,12,3,0,150,24
137,Marshall Islands,0,0,0,0,0,0
138,Martinique,0,0,0,0,0,0
139,Mauritania,7,0,1,0,6,0
140,Mauritius,328,0,9,0,243,19
141,Mayotte,0,0,0,0,0,0
142,Mexico,8772,511,712,26,2627,0
143,"Micronesia, Federated States of",0,0,0,0,0,0
144,Moldova,2614,66,72,2,505,48
145,Monaco,94,0,3,0,26,3
146,Mongolia,34,1,0,0,8,1
147,Montenegro,313,1,5,0,101,13
148,Montserrat,0,0,0,0,0,0
149,Morocco,3209,163,145,2,393,43
150,Mozambique,39,0,0,0,8,0
151,Myanmar,121,2,5,0,7,0
152,Namibia,16,0,0,0,6,0
153,Nauru,0,0,0,0,0,0
154,Nepal,43,12,0,0,4,0
155,Netherlands Antilles,0,0,0,0,0,0
156,New Caledonia,0,0,0,0,0,0
157,New Zealand,1445,5,13,1,1006,32
158,Nicaragua,10,0,2,0,7,1
159,Niger,657,9,20,0,127,10
160,Nigeria,665,0,22,0,188,0
161,Niue,0,0,0,0,0,0
162,Norfolk Island,0,0,0,0,0,0
163,Northern Mariana Islands,0,0,0,0,0,0
164,Norway,7191,35,182,1,32,0
165,Oman,1508,98,8,1,238,0
166,Pakistan,9565,1147,201,25,2073,103
167,Palau,0,0,0,0,0,0
168,Palestinian Territory,466,17,4,1,71,0
169,Panama,4658,191,136,10,204,39
170,Papua New Guinea,7,0,0,0,0,0
171,Paraguay,208,0,8,0,53,7
172,Peru,17837,1512,484,39,6982,14
173,Philippines,6599,140,437,9,654,41
174,Pitcairn,0,0,0,0,0,0
175,Poland,9856,263,401,21,1297,164
176,Portugal,21379,516,762,27,917,307
177,Puerto Rico,0,0,0,0,0,0
178,Qatar,6533,518,9,0,614,59
179,Republic of Kosovo,510,0,12,0,93,0
180,Romania,9242,306,498,20,2153,136
181,Russian Federation,52763,5642,456,51,3873,427
182,Rwanda,150,3,0,0,84,8
183,Réunion,0,0,0,0,0,0
184,Saint Helena,0,0,0,0,0,0
185,Saint Kitts and Nevis,15,0,0,0,0,0
186,Saint Lucia,15,0,0,0,13,0
187,Saint Pierre and Miquelon,0,0,0,0,0,0
188,Saint Vincent and Grenadines,12,0,0,0,2,1
189,Saint-Barthélemy,0,0,0,0,0,0
190,Saint-Martin (French part),0,0,0,0,0,0
191,Samoa,0,0,0,0,0,0
192,San Marino,476,14,40,1,62,1
193,Sao Tome and Principe,4,0,0,0,0,0
194,Saudi Arabia,11631,1147,109,6,1640,150
195,Senegal,412,35,5,0,242,7
196,Serbia,6630,0,125,0,870,0
197,Seychelles,11,0,0,0,5,0
198,Sierra Leone,50,7,0,0,6,0
199,Singapore,9125,1111,11,0,839,38
200,Slovakia,1199,26,14,1,258,7
201,Slovenia,1344,9,77,0,197,4
202,Solomon Islands,0,0,0,0,0,0
203,Somalia,286,49,8,0,4,0
204,South Africa,3465,165,58,0,1055,0
205,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
206,South Sudan,4,0,0,0,0,0
207,Spain,204178,3968,21282,430,82514,1927
208,Sri Lanka,310,6,7,0,102,4
209,Sudan,107,0,12,0,8,0
210,Suriname,10,0,1,0,6,0
211,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
212,Swaziland,31,7,1,0,8,0
213,Sweden,15322,545,1765,185,550,0
214,Switzerland,28063,119,1478,49,19400,800
215,Syrian Arab Republic (Syria),42,3,3,0,6,1
216,"Taiwan, Republic of China",425,3,6,0,217,14
217,Tajikistan,0,0,0,0,0,0
218,"Tanzania, United Republic of",254,0,10,0,11,0
219,Thailand,2811,19,48,1,2108,109
220,Timor-Leste,23,1,0,0,1,0
221,Togo,86,2,6,0,56,3
222,Tokelau,0,0,0,0,0,0
223,Tonga,0,0,0,0,0,0
224,Trinidad and Tobago,115,1,8,0,28,6
225,Tunisia,884,0,38,0,148,0
226,Turkey,95591,4611,2259,119,14918,1488
227,Turkmenistan,0,0,0,0,0,0
228,Turks and Caicos Islands,0,0,0,0,0,0
229,Tuvalu,0,0,0,0,0,0
230,US Minor Outlying Islands,0,0,0,0,0,0
231,Uganda,61,5,0,0,38,0
232,Ukraine,6125,415,161,10,367,8
233,United Arab Emirates,7755,490,46,3,1443,83
234,United Kingdom,130172,4316,17378,828,638,192
235,United States of America,816963,33253,44781,2706,75204,2875
236,Uruguay,535,0,11,1,313,0
237,Uzbekistan,1678,51,6,1,357,96
238,Vanuatu,0,0,0,0,0,0
239,Venezuela (Bolivarian Republic),285,29,10,1,117,0
240,Viet Nam,268,0,0,0,216,2
241,"Virgin Islands, US",0,0,0,0,0,0
242,Wallis and Futuna Islands,0,0,0,0,0,0
243,Western Sahara,6,0,0,0,0,0
244,Yemen,1,0,0,0,0,0
245,Zambia,70,5,3,0,35,0
246,Zimbabwe,28,3,3,0,2,0
